,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
0,9.45,1.4,4.1,-0.11,0.06,-0.01
1,9.45,1.4,4.1,-0.11,0.06,-0.01
2,9.45,1.4,4.1,-0.11,0.06,-0.01
3,9.45,1.4,4.1,-0.11,0.06,-0.01
4,9.45,1.4,4.1,-0.11,0.06,-0.01
5,9.45,1.4,4.1,-0.11,0.06,-0.01
6,9.45,1.4,4.1,-0.11,0.06,-0.01
7,9.45,1.4,4.1,-0.11,0.06,-0.01
8,9.45,1.4,4.1,-0.11,0.06,-0.01
9,9.45,1.4,4.1,-0.11,0.06,-0.01
10,9.45,1.4,4.1,-0.11,0.06,-0.01
11,9.45,1.4,4.1,-0.11,0.06,-0.01
12,9.45,1.4,4.1,-0.11,0.06,-0.01
13,9.45,1.4,4.1,-0.11,0.06,-0.01
14,9.45,1.4,4.1,-0.11,0.06,-0.01
15,9.45,1.4,4.1,-0.11,0.06,-0.01
16,9.45,1.4,4.1,-0.11,0.05,-0.01
17,9.45,1.4,4.1,-0.11,0.05,-0.01
18,9.46,1.4,4.1,-0.11,0.05,-0.01
19,9.46,1.4,4.1,-0.11,0.05,-0.01
20,9.46,1.4,4.1,-0.11,0.05,-0.01
21,9.46,1.4,4.1,-0.11,0.05,-0.01
22,9.46,1.4,4.1,-0.11,0.06,-0.01
23,9.46,1.4,4.1,-0.11,0.06,-0.01
24,9.46,1.4,4.1,-0.11,0.06,-0.01
25,9.46,1.4,4.1,-0.11,0.06,-0.01
26,9.46,1.4,4.1,-0.11,0.06,-0.01
27,9.46,1.4,4.1,-0.11,0.06,-0.01
28,9.46,1.4,4.1,-0.11,0.06,-0.01
29,9.46,1.4,4.1,-0.11,0.06,-0.01
30,9.46,1.4,4.1,-0.11,0.06,-0.01
31,9.46,1.4,4.1,-0.11,0.06,-0.01
32,9.46,1.4,4.1,-0.11,0.06,-0.01
33,9.46,1.4,4.1,-0.11,0.06,-0.01
34,9.46,1.4,4.1,-0.11,0.06,-0.01
35,9.46,1.4,4.1,-0.11,0.06,-0.01
36,9.46,1.4,4.1,-0.11,0.06,-0.01
37,9.46,1.4,4.1,-0.11,0.06,-0.01
38,9.46,1.4,4.1,-0.11,0.06,-0.01
39,9.46,1.4,4.1,-0.11,0.06,-0.01
40,9.46,1.4,4.1,-0.11,0.06,-0.01
41,9.46,1.4,4.1,-0.11,0.06,-0.01
42,9.46,1.4,4.1,-0.11,0.06,-0.01
43,9.46,1.4,4.1,-0.11,0.06,-0.01
44,9.46,1.4,4.1,-0.11,0.06,-0.01
45,9.46,1.4,4.1,-0.11,0.06,-0.01
46,9.46,1.4,4.1,-0.11,0.06,-0.01
47,9.46,1.4,4.1,-0.11,0.06,-0.01
48,9.46,1.4,4.1,-0.11,0.06,-0.01
49,9.46,1.4,4.1,-0.11,0.06,-0.01
50,9.46,1.4,4.1,-0.11,0.06,-0.01
51,9.46,1.4,4.1,-0.11,0.06,-0.01
52,9.46,1.4,4.1,-0.11,0.06,-0.01
53,9.46,1.4,4.1,-0.11,0.06,-0.01
54,9.46,1.4,4.1,-0.11,0.06,-0.01
55,9.46,1.4,4.1,-0.11,0.06,-0.01
56,9.46,1.4,4.1,-0.11,0.06,-0.01
57,9.46,1.4,4.1,-0.11,0.06,-0.01
58,9.46,1.4,4.1,-0.11,0.06,-0.01
59,9.46,1.4,4.1,-0.11,0.06,-0.01
60,9.46,1.4,4.1,-0.11,0.06,-0.01
61,9.46,1.4,4.1,-0.11,0.06,-0.01
62,9.46,1.4,4.1,-0.11,0.06,-0.01
63,9.46,1.4,4.1,-0.11,0.06,-0.01
64,9.46,1.4,4.1,-0.11,0.06,-0.01
65,9.46,1.4,4.1,-0.11,0.06,-0.01
66,9.46,1.4,4.1,-0.11,0.06,-0.01
67,9.46,1.4,4.1,-0.11,0.06,-0.01
68,9.46,1.4,4.1,-0.11,0.06,-0.01
69,9.46,1.4,4.1,-0.11,0.06,-0.01
70,9.46,1.4,4.1,-0.11,0.05,-0.01
71,9.46,1.4,4.1,-0.11,0.05,-0.01
72,9.46,1.4,4.1,-0.11,0.05,-0.01
73,9.46,1.4,4.1,-0.11,0.05,-0.01
74,9.46,1.4,4.09,-0.11,0.05,-0.01
75,9.46,1.4,4.09,-0.11,0.05,-0.01
76,9.46,1.4,4.09,-0.11,0.05,-0.01
77,9.46,1.4,4.09,-0.11,0.05,-0.01
78,9.46,1.4,4.09,-0.11,0.05,-0.01
79,9.46,1.4,4.09,-0.11,0.06,-0.01
80,9.46,1.4,4.09,-0.11,0.06,-0.01
81,9.46,1.4,4.09,-0.11,0.06,-0.01
82,9.46,1.4,4.09,-0.11,0.06,-0.01
83,9.46,1.4,4.09,-0.11,0.06,-0.01
84,9.46,1.4,4.09,-0.11,0.06,-0.01
85,9.46,1.4,4.09,-0.11,0.06,-0.01
86,9.46,1.4,4.09,-0.11,0.06,-0.01
87,9.46,1.4,4.09,-0.11,0.06,-0.01
88,9.46,1.4,4.09,-0.11,0.06,-0.01
89,9.46,1.4,4.09,-0.11,0.06,-0.01
90,9.46,1.4,4.09,-0.11,0.06,-0.01
91,9.46,1.4,4.09,-0.11,0.06,-0.01
92,9.46,1.4,4.1,-0.11,0.06,-0.01
93,9.46,1.4,4.1,-0.11,0.06,-0.01
94,9.46,1.4,4.1,-0.11,0.06,-0.01
95,9.46,1.4,4.1,-0.11,0.06,-0.01
96,9.46,1.4,4.1,-0.11,0.06,-0.01
97,9.46,1.4,4.1,-0.11,0.06,-0.01
98,9.46,1.4,4.1,-0.11,0.06,-0.01
99,9.46,1.4,4.1,-0.11,0.06,-0.01
100,9.46,1.4,4.1,-0.11,0.06,-0.01
101,9.46,1.4,4.1,-0.11,0.06,-0.01
102,9.46,1.4,4.1,-0.11,0.06,-0.01
