STT,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
0,8.74,-2.13,5.1,-0.11,0.05,-0.01
1,8.74,-2.12,5.1,-0.11,0.05,-0.01
2,8.74,-2.12,5.11,-0.11,0.05,-0.01
3,8.74,-2.12,5.11,-0.11,0.05,-0.01
4,8.73,-2.12,5.12,-0.11,0.05,-0.01
5,8.73,-2.12,5.12,-0.11,0.05,-0.01
6,8.73,-2.11,5.12,-0.11,0.05,-0.01
7,8.73,-2.11,5.13,-0.11,0.05,-0.01
8,8.73,-2.11,5.13,-0.11,0.05,-0.01
9,8.72,-2.11,5.13,-0.11,0.05,-0.01
10,8.72,-2.11,5.14,-0.11,0.05,-0.01
11,8.72,-2.11,5.14,-0.11,0.06,-0.01
12,8.72,-2.11,5.14,-0.11,0.06,-0.01
13,8.72,-2.11,5.14,-0.11,0.06,-0.01
14,8.72,-2.11,5.14,-0.11,0.06,-0.01
15,8.72,-2.11,5.15,-0.11,0.06,-0.01
16,8.72,-2.11,5.15,-0.11,0.05,-0.01
17,8.72,-2.11,5.15,-0.11,0.05,-0.01
18,8.72,-2.11,5.14,-0.11,0.05,-0.01
19,8.72,-2.11,5.14,-0.11,0.05,-0.01
20,8.72,-2.11,5.14,-0.11,0.05,-0.01
21,8.72,-2.11,5.14,-0.11,0.05,-0.01
22,8.73,-2.11,5.14,-0.11,0.05,-0.01
23,8.73,-2.11,5.14,-0.11,0.05,-0.01
24,8.73,-2.11,5.13,-0.11,0.05,-0.01
25,8.73,-2.11,5.13,-0.11,0.05,-0.01
26,8.73,-2.11,5.13,-0.11,0.05,-0.01
27,8.73,-2.11,5.12,-0.11,0.05,-0.01
28,8.74,-2.11,5.12,-0.11,0.05,-0.01
29,8.74,-2.12,5.12,-0.11,0.04,-0.01
30,8.74,-2.12,5.11,-0.11,0.04,-0.01
31,8.74,-2.12,5.11,-0.11,0.04,-0.01
32,8.74,-2.12,5.1,-0.11,0.04,-0.01
33,8.75,-2.12,5.1,-0.11,0.04,-0.01
34,8.75,-2.12,5.1,-0.11,0.04,-0.01
35,8.75,-2.12,5.09,-0.11,0.04,-0.01
36,8.75,-2.11,5.09,-0.11,0.04,-0.01
37,8.75,-2.11,5.08,-0.11,0.04,-0.01
38,8.75,-2.11,5.08,-0.11,0.04,-0.01
