,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
0,8.82,1.39,5.35,-0.11,0.06,-0.01
1,8.82,1.38,5.35,-0.11,0.06,-0.01
2,8.82,1.38,5.36,-0.11,0.06,-0.01
3,8.81,1.38,5.36,-0.11,0.06,-0.01
4,8.81,1.38,5.36,-0.11,0.06,-0.01
5,8.81,1.38,5.36,-0.11,0.06,-0.01
6,8.81,1.38,5.36,-0.11,0.06,-0.01
7,8.81,1.38,5.37,-0.11,0.06,-0.01
8,8.81,1.38,5.37,-0.11,0.06,-0.01
9,8.81,1.38,5.37,-0.11,0.06,-0.01
10,8.81,1.38,5.37,-0.11,0.06,-0.01
11,8.81,1.38,5.37,-0.11,0.06,-0.01
12,8.81,1.38,5.38,-0.11,0.06,-0.01
13,8.81,1.38,5.38,-0.11,0.06,-0.01
14,8.81,1.38,5.38,-0.11,0.06,-0.01
15,8.81,1.38,5.38,-0.11,0.05,-0.01
16,8.81,1.38,5.38,-0.11,0.05,-0.01
17,8.81,1.38,5.38,-0.11,0.05,-0.01
18,8.81,1.38,5.38,-0.11,0.05,-0.01
19,8.81,1.38,5.37,-0.11,0.05,-0.01
20,8.81,1.38,5.37,-0.11,0.05,-0.01
21,8.82,1.38,5.37,-0.11,0.05,-0.01
22,8.82,1.38,5.37,-0.11,0.04,-0.01
23,8.82,1.38,5.36,-0.11,0.04,-0.01
24,8.82,1.38,5.36,-0.11,0.04,-0.01
25,8.82,1.38,5.36,-0.11,0.04,-0.01
26,8.83,1.38,5.35,-0.11,0.04,-0.01
27,8.83,1.39,5.35,-0.11,0.04,-0.01
28,8.83,1.39,5.34,-0.11,0.04,-0.01
29,8.84,1.39,5.34,-0.11,0.03,-0.01
30,8.84,1.39,5.33,-0.11,0.03,-0.01
31,8.84,1.39,5.32,-0.11,0.03,-0.01
32,8.85,1.39,5.32,-0.11,0.03,-0.01
33,8.85,1.39,5.31,-0.11,0.03,-0.01
34,8.85,1.39,5.3,-0.11,0.03,-0.01
35,8.86,1.39,5.29,-0.11,0.03,-0.01
36,8.86,1.39,5.29,-0.11,0.03,-0.01
37,8.86,1.39,5.28,-0.11,0.03,-0.01
38,8.87,1.39,5.27,-0.11,0.03,-0.01
39,8.87,1.39,5.26,-0.11,0.03,-0.01
40,8.87,1.39,5.26,-0.11,0.03,-0.01
41,8.88,1.39,5.25,-0.11,0.03,-0.01
42,8.88,1.39,5.24,-0.11,0.03,-0.01
43,8.88,1.39,5.24,-0.11,0.04,-0.01
44,8.89,1.39,5.23,-0.11,0.04,-0.01
45,8.89,1.39,5.23,-0.11,0.04,-0.01
46,8.89,1.39,5.22,-0.11,0.04,-0.01
47,8.89,1.39,5.22,-0.11,0.04,-0.01
48,8.89,1.39,5.22,-0.11,0.04,-0.01
49,8.89,1.39,5.21,-0.11,0.05,-0.01
50,8.9,1.39,5.21,-0.11,0.05,-0.01
51,8.9,1.39,5.21,-0.11,0.05,-0.01
52,8.9,1.39,5.21,-0.11,0.05,-0.01
53,8.9,1.39,5.21,-0.11,0.06,-0.01
54,8.9,1.38,5.21,-0.11,0.06,-0.01
55,8.9,1.38,5.21,-0.11,0.06,-0.01
56,8.9,1.38,5.21,-0.11,0.06,-0.01
57,8.89,1.38,5.21,-0.11,0.07,-0.01
58,8.89,1.38,5.22,-0.11,0.07,-0.01
59,8.89,1.38,5.22,-0.11,0.07,-0.01
60,8.89,1.38,5.23,-0.11,0.07,-0.01
61,8.89,1.38,5.23,-0.11,0.07,-0.01
62,8.88,1.38,5.24,-0.11,0.07,-0.01
63,8.88,1.38,5.24,-0.12,0.08,-0.01
64,8.88,1.38,5.25,-0.12,0.08,-0.01
65,8.88,1.38,5.25,-0.12,0.08,-0.01
