STT,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
0,9.02,-2.24,4.52,-0.11,0.05,-0.01
1,9.02,-2.23,4.52,-0.11,0.05,-0.01
2,9.02,-2.23,4.52,-0.11,0.05,-0.01
3,9.02,-2.23,4.52,-0.11,0.05,-0.01
4,9.02,-2.22,4.52,-0.11,0.05,-0.01
5,9.02,-2.22,4.52,-0.11,0.05,-0.01
6,9.02,-2.22,4.52,-0.11,0.05,-0.01
7,9.02,-2.22,4.52,-0.11,0.05,-0.01
8,9.03,-2.21,4.52,-0.11,0.05,-0.01
9,9.03,-2.21,4.52,-0.11,0.05,-0.01
10,9.03,-2.21,4.52,-0.11,0.05,-0.01
11,9.03,-2.21,4.52,-0.11,0.05,-0.01
12,9.03,-2.21,4.52,-0.11,0.05,-0.01
13,9.03,-2.21,4.51,-0.11,0.05,-0.01
14,9.03,-2.21,4.51,-0.11,0.05,-0.01
15,9.03,-2.21,4.51,-0.11,0.05,-0.01
16,9.03,-2.21,4.51,-0.11,0.05,-0.01
17,9.03,-2.21,4.51,-0.11,0.05,-0.01
18,9.03,-2.21,4.51,-0.11,0.05,-0.01
19,9.03,-2.21,4.5,-0.11,0.05,-0.01
20,9.03,-2.21,4.5,-0.11,0.05,-0.01
21,9.03,-2.22,4.5,-0.11,0.05,-0.01
22,9.03,-2.22,4.5,-0.11,0.05,-0.01
23,9.04,-2.22,4.49,-0.11,0.05,-0.01
24,9.04,-2.22,4.49,-0.11,0.05,-0.01
25,9.04,-2.22,4.49,-0.11,0.05,-0.01
26,9.04,-2.22,4.49,-0.11,0.05,-0.01
27,9.04,-2.23,4.48,-0.11,0.05,-0.01
28,9.04,-2.23,4.48,-0.11,0.05,-0.01
29,9.04,-2.23,4.48,-0.11,0.05,-0.01
30,9.04,-2.23,4.48,-0.11,0.05,-0.01
31,9.04,-2.23,4.47,-0.11,0.05,-0.01
32,9.05,-2.23,4.47,-0.11,0.05,-0.01
33,9.05,-2.23,4.46,-0.11,0.04,-0.01
34,9.05,-2.23,4.46,-0.11,0.04,-0.01
35,9.05,-2.23,4.46,-0.11,0.04,-0.01
36,9.05,-2.23,4.45,-0.11,0.04,-0.01
37,9.05,-2.23,4.45,-0.11,0.04,-0.01
38,9.06,-2.23,4.44,-0.11,0.04,-0.01
39,9.06,-2.23,4.44,-0.11,0.04,-0.01
40,9.06,-2.23,4.44,-0.11,0.04,-0.01
41,9.06,-2.23,4.43,-0.11,0.04,-0.01
42,9.06,-2.23,4.43,-0.11,0.04,-0.01
43,9.06,-2.23,4.42,-0.11,0.04,-0.01
44,9.06,-2.23,4.42,-0.11,0.04,-0.01
45,9.07,-2.23,4.42,-0.11,0.05,-0.01
46,9.07,-2.23,4.41,-0.11,0.05,-0.01
47,9.07,-2.23,4.41,-0.11,0.05,-0.01
48,9.07,-2.23,4.41,-0.11,0.05,-0.01
49,9.07,-2.23,4.41,-0.11,0.05,-0.01
50,9.07,-2.23,4.4,-0.11,0.05,-0.01
51,9.07,-2.23,4.4,-0.11,0.05,-0.01
52,9.07,-2.23,4.4,-0.11,0.05,-0.01
53,9.07,-2.23,4.4,-0.11,0.06,-0.01
54,9.07,-2.23,4.4,-0.11,0.06,-0.01
55,9.07,-2.23,4.41,-0.11,0.06,-0.01
56,9.07,-2.23,4.41,-0.11,0.06,-0.01
57,9.07,-2.23,4.41,-0.11,0.06,-0.01
58,9.07,-2.23,4.41,-0.11,0.06,-0.01
59,9.06,-2.24,4.42,-0.11,0.07,-0.01
60,9.06,-2.24,4.42,-0.11,0.07,-0.01
61,9.06,-2.24,4.43,-0.11,0.07,-0.01
62,9.06,-2.24,4.43,-0.11,0.07,-0.01
63,9.06,-2.23,4.44,-0.11,0.07,-0.01
64,9.05,-2.23,4.45,-0.11,0.07,-0.01
65,9.05,-2.23,4.45,-0.11,0.07,-0.01
66,9.05,-2.23,4.46,-0.11,0.07,-0.01
67,9.05,-2.23,4.47,-0.11,0.07,-0.01
68,9.05,-2.23,4.47,-0.11,0.07,-0.01
69,9.04,-2.23,4.48,-0.11,0.07,-0.01
70,9.04,-2.23,4.49,-0.11,0.07,-0.01
71,9.04,-2.22,4.49,-0.1,0.07,-0.01
72,9.04,-2.22,4.5,-0.1,0.07,-0.01
73,9.03,-2.22,4.5,-0.1,0.07,-0.01
74,9.03,-2.22,4.51,-0.1,0.07,-0.01
75,9.03,-2.22,4.51,-0.1,0.07,-0.01
76,9.03,-2.22,4.52,-0.11,0.07,-0.01
77,9.03,-2.21,4.52,-0.11,0.06,-0.01
78,9.03,-2.21,4.52,-0.11,0.06,-0.01
79,9.02,-2.21,4.52,-0.11,0.06,-0.01
80,9.02,-2.21,4.53,-0.11,0.06,-0.01
81,9.02,-2.21,4.53,-0.11,0.06,-0.01
82,9.02,-2.21,4.53,-0.11,0.06,-0.01
83,9.02,-2.21,4.53,-0.11,0.06,-0.01
84,9.02,-2.21,4.53,-0.11,0.06,-0.01
85,9.02,-2.21,4.53,-0.11,0.06,-0.01
86,9.02,-2.21,4.53,-0.11,0.06,-0.01
87,9.02,-2.21,4.53,-0.11,0.06,-0.01
88,9.02,-2.21,4.53,-0.11,0.06,-0.01
89,9.02,-2.21,4.53,-0.11,0.06,-0.01
90,9.02,-2.21,4.53,-0.11,0.06,-0.01
91,9.02,-2.21,4.53,-0.11,0.06,-0.01
92,9.02,-2.21,4.53,-0.11,0.05,-0.01
93,9.02,-2.21,4.53,-0.11,0.05,-0.01
94,9.02,-2.21,4.53,-0.11,0.05,-0.01
95,9.02,-2.21,4.53,-0.11,0.05,-0.01
96,9.02,-2.21,4.53,-0.11,0.05,-0.01
97,9.02,-2.21,4.53,-0.11,0.05,-0.01
98,9.02,-2.21,4.53,-0.11,0.05,-0.01
99,9.02,-2.21,4.53,-0.11,0.05,-0.01
100,9.02,-2.21,4.53,-0.11,0.05,-0.01
101,9.02,-2.21,4.53,-0.11,0.05,-0.01
102,9.02,-2.21,4.53,-0.11,0.05,-0.01
103,9.02,-2.21,4.53,-0.11,0.05,-0.01
104,9.02,-2.21,4.53,-0.11,0.05,-0.01
105,9.02,-2.21,4.53,-0.11,0.05,-0.01
106,9.02,-2.21,4.53,-0.11,0.05,-0.01
107,9.02,-2.21,4.53,-0.11,0.05,-0.01
108,9.02,-2.21,4.53,-0.11,0.05,-0.01
109,9.02,-2.21,4.53,-0.11,0.05,-0.01
110,9.02,-2.21,4.53,-0.11,0.05,-0.01
111,9.02,-2.21,4.53,-0.11,0.05,-0.01
112,9.02,-2.21,4.53,-0.11,0.05,-0.01
113,9.02,-2.21,4.53,-0.11,0.05,-0.01
114,9.02,-2.21,4.52,-0.11,0.05,-0.01
115,9.02,-2.22,4.52,-0.11,0.05,-0.01
116,9.02,-2.22,4.52,-0.11,0.05,-0.01
117,9.02,-2.22,4.52,-0.11,0.05,-0.01
118,9.03,-2.22,4.52,-0.11,0.05,-0.01
119,9.03,-2.22,4.51,-0.11,0.05,-0.01
120,9.03,-2.22,4.51,-0.11,0.05,-0.01
121,9.03,-2.22,4.51,-0.11,0.05,-0.01
122,9.03,-2.22,4.51,-0.11,0.05,-0.01
123,9.03,-2.22,4.5,-0.11,0.05,-0.01
