,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
0,9.85,1.35,3.01,-0.1,0.05,-0.01
1,9.85,1.35,3.01,-0.1,0.05,-0.01
2,9.85,1.35,3.01,-0.1,0.05,-0.01
3,9.85,1.35,3.02,-0.1,0.05,-0.01
4,9.85,1.35,3.02,-0.1,0.05,-0.01
5,9.85,1.35,3.02,-0.1,0.05,-0.01
6,9.85,1.35,3.02,-0.1,0.05,-0.01
7,9.85,1.35,3.02,-0.1,0.05,-0.01
8,9.85,1.35,3.02,-0.1,0.05,-0.01
9,9.85,1.35,3.02,-0.1,0.05,-0.01
10,9.85,1.36,3.02,-0.1,0.05,-0.01
11,9.85,1.36,3.01,-0.1,0.05,-0.01
12,9.85,1.36,3.01,-0.1,0.05,-0.01
13,9.85,1.36,3.01,-0.1,0.05,-0.01
14,9.85,1.35,3.01,-0.1,0.05,-0.01
15,9.85,1.35,3.01,-0.1,0.05,-0.01
16,9.85,1.35,3.01,-0.1,0.05,-0.01
17,9.85,1.35,3.01,-0.1,0.05,-0.01
18,9.85,1.35,3.01,-0.1,0.05,-0.01
19,9.85,1.35,3.01,-0.1,0.05,-0.01
20,9.85,1.35,3.0,-0.1,0.05,-0.01
21,9.85,1.35,3.0,-0.1,0.05,-0.01
22,9.85,1.35,3.0,-0.1,0.05,-0.01
23,9.85,1.35,3.0,-0.1,0.05,-0.01
24,9.85,1.35,3.0,-0.1,0.05,-0.01
25,9.85,1.35,3.0,-0.1,0.05,-0.01
26,9.85,1.35,3.0,-0.1,0.05,-0.01
27,9.85,1.35,2.99,-0.1,0.05,-0.01
28,9.85,1.35,2.99,-0.1,0.05,-0.01
29,9.85,1.35,2.99,-0.1,0.05,-0.01
30,9.85,1.35,2.99,-0.11,0.05,-0.01
31,9.85,1.35,2.99,-0.11,0.05,-0.01
32,9.85,1.35,2.99,-0.11,0.05,-0.01
33,9.85,1.35,2.99,-0.11,0.05,-0.01
34,9.85,1.35,2.99,-0.11,0.06,-0.01
35,9.85,1.35,2.99,-0.11,0.06,-0.01
36,9.85,1.35,2.99,-0.11,0.06,-0.01
37,9.85,1.35,2.99,-0.11,0.06,-0.01
38,9.85,1.35,2.99,-0.11,0.06,-0.01
39,9.85,1.35,2.99,-0.11,0.06,-0.01
40,9.85,1.35,2.99,-0.11,0.06,-0.01
41,9.85,1.35,2.99,-0.11,0.06,-0.01
42,9.85,1.35,2.99,-0.11,0.06,-0.01
43,9.85,1.35,2.99,-0.11,0.06,-0.01
44,9.85,1.35,2.99,-0.11,0.06,-0.01
45,9.85,1.35,2.99,-0.11,0.06,-0.01
46,9.85,1.35,2.99,-0.11,0.06,-0.01
47,9.85,1.35,2.99,-0.11,0.06,-0.01
48,9.85,1.35,2.99,-0.11,0.06,-0.01
49,9.85,1.35,2.99,-0.11,0.06,-0.01
