,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
0,9.55,1.41,3.8,-0.13,0.07,-0.01
1,9.55,1.41,3.79,-0.13,0.07,-0.01
2,9.56,1.41,3.78,-0.13,0.07,-0.01
3,9.56,1.41,3.77,-0.13,0.07,-0.01
4,9.56,1.41,3.76,-0.13,0.07,-0.01
5,9.56,1.4,3.76,-0.13,0.07,-0.01
6,9.57,1.4,3.75,-0.13,0.07,-0.01
7,9.57,1.4,3.75,-0.13,0.07,-0.01
8,9.57,1.4,3.74,-0.13,0.07,-0.01
9,9.57,1.4,3.74,-0.13,0.07,-0.01
10,9.57,1.4,3.74,-0.13,0.07,-0.01
11,9.58,1.4,3.74,-0.13,0.07,-0.01
12,9.58,1.4,3.73,-0.12,0.07,-0.01
13,9.58,1.39,3.73,-0.12,0.07,-0.01
14,9.58,1.39,3.73,-0.12,0.07,-0.01
15,9.58,1.39,3.74,-0.12,0.07,-0.01
16,9.58,1.39,3.74,-0.12,0.07,-0.01
17,9.58,1.39,3.74,-0.12,0.07,-0.01
18,9.59,1.39,3.74,-0.12,0.07,-0.01
19,9.59,1.38,3.75,-0.12,0.07,-0.01
20,9.59,1.38,3.75,-0.12,0.07,-0.01
21,9.59,1.38,3.76,-0.11,0.07,-0.01
22,9.59,1.38,3.76,-0.11,0.07,-0.01
23,9.59,1.38,3.77,-0.11,0.07,-0.01
24,9.59,1.38,3.77,-0.11,0.07,-0.01
25,9.59,1.38,3.78,-0.11,0.07,-0.01
26,9.59,1.38,3.78,-0.11,0.07,-0.01
27,9.59,1.38,3.79,-0.11,0.07,-0.01
28,9.59,1.38,3.79,-0.11,0.07,-0.01
29,9.59,1.38,3.8,-0.1,0.07,-0.01
30,9.59,1.38,3.8,-0.1,0.07,-0.01
31,9.58,1.38,3.81,-0.1,0.07,-0.01
32,9.58,1.38,3.81,-0.1,0.07,-0.01
33,9.58,1.38,3.82,-0.1,0.07,-0.01
34,9.58,1.38,3.82,-0.1,0.07,-0.01
35,9.58,1.38,3.82,-0.1,0.07,-0.01
36,9.58,1.38,3.83,-0.1,0.06,-0.01
37,9.58,1.38,3.83,-0.1,0.06,-0.01
38,9.58,1.38,3.83,-0.1,0.06,-0.01
39,9.58,1.38,3.83,-0.1,0.06,-0.01
40,9.57,1.38,3.83,-0.1,0.06,-0.01
41,9.57,1.38,3.83,-0.1,0.06,-0.01
42,9.57,1.38,3.83,-0.1,0.06,-0.01
43,9.57,1.38,3.83,-0.1,0.06,-0.01
44,9.57,1.39,3.83,-0.1,0.06,-0.01
45,9.57,1.39,3.83,-0.1,0.06,-0.01
46,9.57,1.39,3.83,-0.11,0.06,-0.01
47,9.57,1.39,3.83,-0.11,0.06,-0.01
48,9.57,1.39,3.83,-0.11,0.06,-0.01
49,9.57,1.39,3.83,-0.11,0.06,-0.01
50,9.56,1.39,3.83,-0.11,0.06,-0.01
51,9.56,1.39,3.83,-0.11,0.07,-0.01
52,9.56,1.39,3.83,-0.11,0.07,-0.02
53,9.56,1.39,3.83,-0.11,0.07,-0.02
54,9.56,1.39,3.83,-0.11,0.07,-0.02
55,9.56,1.39,3.82,-0.11,0.07,-0.02
56,9.56,1.39,3.82,-0.11,0.07,-0.01
57,9.56,1.39,3.82,-0.11,0.07,-0.01
58,9.56,1.39,3.82,-0.11,0.07,-0.01
59,9.56,1.39,3.82,-0.11,0.07,-0.01
60,9.56,1.39,3.82,-0.12,0.07,-0.01
61,9.56,1.39,3.82,-0.12,0.07,-0.01
62,9.56,1.39,3.83,-0.12,0.07,-0.01
63,9.56,1.39,3.83,-0.12,0.07,-0.01
64,9.56,1.39,3.83,-0.12,0.07,-0.01
65,9.56,1.39,3.83,-0.12,0.07,-0.01
66,9.55,1.39,3.83,-0.12,0.07,-0.01
67,9.55,1.39,3.84,-0.12,0.07,-0.01
68,9.55,1.39,3.84,-0.11,0.07,-0.01
69,9.55,1.39,3.84,-0.11,0.07,-0.01
70,9.55,1.39,3.84,-0.11,0.07,-0.01
71,9.55,1.39,3.85,-0.11,0.07,-0.01
72,9.55,1.39,3.85,-0.11,0.07,-0.01
73,9.55,1.39,3.85,-0.11,0.07,-0.01
74,9.55,1.39,3.86,-0.11,0.07,-0.01
75,9.55,1.39,3.86,-0.11,0.07,-0.01
76,9.55,1.39,3.86,-0.11,0.06,-0.01
77,9.55,1.39,3.87,-0.11,0.06,-0.01
78,9.55,1.39,3.87,-0.11,0.06,-0.01
79,9.55,1.39,3.87,-0.11,0.06,-0.01
80,9.55,1.39,3.87,-0.11,0.06,-0.01
81,9.55,1.39,3.88,-0.11,0.06,-0.01
82,9.55,1.39,3.88,-0.11,0.06,-0.01
83,9.55,1.39,3.88,-0.11,0.06,-0.01
84,9.55,1.39,3.88,-0.11,0.06,-0.01
85,9.55,1.39,3.88,-0.11,0.06,-0.01
86,9.55,1.39,3.88,-0.11,0.06,-0.01
87,9.55,1.39,3.88,-0.11,0.06,-0.01
88,9.55,1.39,3.88,-0.11,0.06,-0.01
89,9.55,1.4,3.88,-0.11,0.06,-0.01
90,9.55,1.4,3.88,-0.11,0.06,-0.01
91,9.54,1.4,3.88,-0.11,0.06,-0.01
