,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
0,8.8,0.7,5.51,-0.11,0.06,-0.01
1,8.8,0.7,5.51,-0.11,0.06,-0.01
2,8.8,0.7,5.51,-0.11,0.06,-0.01
3,8.8,0.7,5.51,-0.11,0.06,-0.01
4,8.8,0.7,5.51,-0.11,0.06,-0.01
5,8.8,0.7,5.51,-0.11,0.06,-0.01
6,8.8,0.7,5.51,-0.11,0.06,-0.01
7,8.8,0.7,5.51,-0.11,0.06,-0.01
8,8.8,0.7,5.51,-0.11,0.06,-0.01
9,8.8,0.7,5.51,-0.11,0.06,-0.01
10,8.8,0.7,5.51,-0.11,0.06,-0.01
11,8.8,0.7,5.51,-0.11,0.06,-0.01
12,8.8,0.7,5.51,-0.11,0.06,-0.01
13,8.8,0.69,5.5,-0.11,0.06,-0.01
14,8.8,0.69,5.5,-0.11,0.06,-0.01
15,8.8,0.69,5.5,-0.11,0.06,-0.01
16,8.8,0.69,5.5,-0.11,0.06,-0.01
17,8.8,0.69,5.5,-0.11,0.06,-0.01
18,8.8,0.69,5.5,-0.11,0.06,-0.01
19,8.8,0.69,5.5,-0.11,0.06,-0.01
20,8.8,0.69,5.5,-0.11,0.06,-0.01
21,8.8,0.69,5.5,-0.11,0.06,-0.01
22,8.8,0.69,5.5,-0.11,0.06,-0.01
23,8.8,0.69,5.5,-0.11,0.06,-0.01
24,8.8,0.69,5.5,-0.11,0.06,-0.01
25,8.8,0.69,5.5,-0.11,0.06,-0.01
26,8.8,0.69,5.5,-0.11,0.06,-0.01
27,8.8,0.69,5.5,-0.11,0.06,-0.01
28,8.8,0.7,5.5,-0.11,0.06,-0.01
29,8.8,0.7,5.5,-0.11,0.06,-0.01
30,8.8,0.7,5.5,-0.11,0.06,-0.01
31,8.8,0.7,5.5,-0.11,0.06,-0.01
32,8.8,0.7,5.5,-0.11,0.06,-0.01
33,8.8,0.7,5.5,-0.11,0.06,-0.01
34,8.8,0.7,5.51,-0.11,0.06,-0.01
35,8.8,0.7,5.51,-0.11,0.06,-0.01
36,8.8,0.7,5.51,-0.11,0.06,-0.01
37,8.8,0.7,5.51,-0.11,0.06,-0.01
38,8.8,0.7,5.51,-0.11,0.06,-0.01
39,8.8,0.7,5.51,-0.11,0.06,-0.01
40,8.8,0.7,5.51,-0.11,0.06,-0.01
41,8.8,0.7,5.51,-0.11,0.06,-0.01
42,8.8,0.7,5.51,-0.11,0.06,-0.01
43,8.8,0.7,5.51,-0.11,0.06,-0.01
44,8.8,0.7,5.52,-0.11,0.06,-0.01
45,8.8,0.7,5.52,-0.11,0.06,-0.01
46,8.8,0.7,5.52,-0.11,0.06,-0.01
47,8.8,0.7,5.52,-0.11,0.06,-0.01
48,8.8,0.7,5.52,-0.11,0.06,-0.01
49,8.8,0.7,5.52,-0.11,0.06,-0.01
50,8.8,0.7,5.52,-0.11,0.06,-0.01
51,8.8,0.7,5.52,-0.11,0.05,-0.01
52,8.8,0.7,5.51,-0.11,0.05,-0.01
53,8.8,0.7,5.51,-0.11,0.05,-0.01
54,8.8,0.7,5.51,-0.11,0.05,-0.01
55,8.8,0.7,5.51,-0.11,0.05,-0.01
56,8.8,0.7,5.51,-0.11,0.05,-0.01
57,8.8,0.7,5.51,-0.11,0.05,-0.01
58,8.8,0.7,5.51,-0.11,0.05,-0.01
59,8.8,0.7,5.51,-0.11,0.05,-0.01
60,8.8,0.7,5.51,-0.11,0.05,-0.01
61,8.8,0.7,5.51,-0.11,0.05,-0.01
62,8.8,0.7,5.5,-0.11,0.05,-0.01
63,8.8,0.7,5.5,-0.11,0.05,-0.01
64,8.8,0.7,5.5,-0.11,0.05,-0.01
65,8.8,0.7,5.5,-0.11,0.05,-0.01
66,8.8,0.7,5.5,-0.11,0.06,-0.01
67,8.8,0.7,5.5,-0.11,0.06,-0.01
68,8.8,0.7,5.5,-0.11,0.06,-0.01
69,8.8,0.7,5.5,-0.11,0.06,-0.01
70,8.8,0.7,5.5,-0.11,0.06,-0.01
71,8.8,0.7,5.5,-0.11,0.06,-0.01
72,8.8,0.7,5.5,-0.11,0.06,-0.01
73,8.8,0.7,5.5,-0.11,0.06,-0.01
74,8.8,0.7,5.5,-0.11,0.06,-0.01
75,8.8,0.7,5.5,-0.11,0.06,-0.01
76,8.8,0.7,5.51,-0.11,0.06,-0.01
77,8.8,0.7,5.51,-0.11,0.06,-0.01
78,8.8,0.7,5.51,-0.11,0.06,-0.01
79,8.8,0.7,5.51,-0.11,0.06,-0.01
80,8.8,0.7,5.51,-0.11,0.06,-0.01
81,8.8,0.7,5.51,-0.11,0.06,-0.01
82,8.8,0.7,5.51,-0.11,0.06,-0.01
83,8.8,0.7,5.52,-0.11,0.06,-0.01
84,8.8,0.7,5.52,-0.11,0.06,-0.01
