STT,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
0,8.71,-1.83,5.29,-0.11,0.05,-0.01
1,8.71,-1.83,5.29,-0.11,0.05,-0.01
2,8.71,-1.83,5.29,-0.11,0.05,-0.01
3,8.71,-1.83,5.28,-0.11,0.05,-0.01
4,8.71,-1.83,5.28,-0.11,0.05,-0.01
5,8.71,-1.83,5.28,-0.11,0.04,-0.01
6,8.72,-1.83,5.28,-0.11,0.05,-0.01
7,8.72,-1.82,5.27,-0.11,0.05,-0.01
8,8.72,-1.82,5.27,-0.11,0.05,-0.01
9,8.72,-1.82,5.27,-0.11,0.05,-0.01
10,8.72,-1.82,5.27,-0.11,0.05,-0.01
11,8.72,-1.82,5.26,-0.11,0.05,-0.01
12,8.72,-1.82,5.26,-0.11,0.05,-0.01
13,8.72,-1.82,5.26,-0.11,0.05,-0.01
14,8.72,-1.82,5.26,-0.11,0.05,-0.01
15,8.72,-1.82,5.26,-0.11,0.05,-0.01
16,8.72,-1.82,5.26,-0.11,0.06,-0.01
17,8.72,-1.82,5.26,-0.11,0.06,-0.01
18,8.72,-1.82,5.26,-0.11,0.06,-0.01
19,8.72,-1.82,5.26,-0.11,0.06,-0.01
20,8.72,-1.82,5.26,-0.11,0.06,-0.01
21,8.72,-1.82,5.27,-0.11,0.06,-0.01
22,8.71,-1.82,5.27,-0.11,0.07,-0.01
23,8.71,-1.82,5.28,-0.11,0.07,-0.01
24,8.71,-1.82,5.28,-0.11,0.07,-0.01
25,8.71,-1.82,5.28,-0.11,0.07,-0.01
26,8.71,-1.82,5.29,-0.11,0.07,-0.01
27,8.7,-1.82,5.29,-0.11,0.07,-0.01
28,8.7,-1.82,5.3,-0.11,0.07,-0.01
29,8.7,-1.82,5.31,-0.11,0.07,-0.01
30,8.7,-1.82,5.31,-0.11,0.07,-0.01
31,8.7,-1.82,5.32,-0.11,0.07,-0.01
32,8.69,-1.82,5.32,-0.11,0.07,-0.01
33,8.69,-1.82,5.32,-0.11,0.07,-0.01
34,8.69,-1.82,5.33,-0.11,0.06,-0.01
35,8.69,-1.82,5.33,-0.11,0.06,-0.01
36,8.69,-1.82,5.33,-0.11,0.06,-0.01
37,8.69,-1.82,5.34,-0.11,0.06,-0.01
38,8.69,-1.82,5.34,-0.11,0.06,-0.01
39,8.68,-1.82,5.34,-0.11,0.06,-0.01
40,8.68,-1.82,5.34,-0.11,0.06,-0.01
41,8.68,-1.82,5.34,-0.11,0.06,-0.01
42,8.68,-1.82,5.34,-0.11,0.06,-0.01
43,8.68,-1.82,5.34,-0.11,0.05,-0.01
44,8.68,-1.82,5.34,-0.11,0.05,-0.01
45,8.68,-1.82,5.34,-0.11,0.05,-0.01
46,8.68,-1.82,5.34,-0.11,0.05,-0.01
47,8.68,-1.82,5.34,-0.11,0.05,-0.01
48,8.68,-1.82,5.33,-0.11,0.05,-0.01
49,8.68,-1.82,5.33,-0.11,0.05,-0.01
50,8.68,-1.82,5.33,-0.11,0.05,-0.01
51,8.68,-1.82,5.33,-0.11,0.05,-0.01
52,8.68,-1.82,5.33,-0.11,0.05,-0.01
53,8.68,-1.82,5.33,-0.11,0.05,-0.01
