STT,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
0,8.84,-1.4,5.21,-0.11,0.05,-0.01
1,8.84,-1.4,5.21,-0.11,0.05,-0.01
2,8.84,-1.39,5.21,-0.11,0.05,-0.01
3,8.84,-1.39,5.21,-0.11,0.05,-0.01
4,8.84,-1.39,5.21,-0.11,0.05,-0.01
5,8.84,-1.39,5.21,-0.11,0.05,-0.01
6,8.85,-1.38,5.21,-0.11,0.06,-0.01
7,8.85,-1.38,5.21,-0.11,0.06,-0.01
8,8.85,-1.38,5.21,-0.11,0.06,-0.01
9,8.85,-1.38,5.21,-0.11,0.06,-0.01
10,8.85,-1.37,5.21,-0.11,0.06,-0.01
11,8.85,-1.37,5.21,-0.11,0.06,-0.01
12,8.85,-1.37,5.21,-0.11,0.06,-0.01
13,8.85,-1.37,5.21,-0.11,0.06,-0.01
14,8.85,-1.37,5.21,-0.11,0.06,-0.01
15,8.85,-1.37,5.21,-0.11,0.05,-0.01
16,8.85,-1.37,5.21,-0.11,0.05,-0.01
17,8.85,-1.37,5.21,-0.11,0.05,-0.01
18,8.85,-1.37,5.21,-0.11,0.05,-0.01
19,8.85,-1.37,5.21,-0.11,0.05,-0.01
20,8.85,-1.37,5.21,-0.11,0.05,-0.01
21,8.85,-1.37,5.21,-0.11,0.05,-0.01
22,8.85,-1.37,5.21,-0.11,0.05,-0.01
23,8.85,-1.37,5.21,-0.11,0.05,-0.01
24,8.85,-1.37,5.21,-0.11,0.05,-0.01
25,8.85,-1.37,5.21,-0.11,0.05,-0.01
26,8.85,-1.37,5.21,-0.11,0.05,-0.01
27,8.85,-1.38,5.21,-0.11,0.05,-0.01
28,8.85,-1.38,5.21,-0.11,0.05,-0.01
29,8.85,-1.38,5.21,-0.11,0.05,-0.01
30,8.85,-1.38,5.2,-0.11,0.05,-0.01
31,8.86,-1.38,5.2,-0.11,0.05,-0.01
32,8.86,-1.38,5.2,-0.11,0.05,-0.01
33,8.86,-1.38,5.2,-0.11,0.04,-0.01
34,8.86,-1.38,5.19,-0.11,0.04,-0.01
35,8.86,-1.38,5.19,-0.11,0.04,-0.01
36,8.87,-1.38,5.19,-0.11,0.04,-0.01
