STT,min_AccelX,max_AccelX,mean_AccelX,std_AccelX,frequency_AccelX,min_AccelY,max_AccelY,mean_AccelY,std_AccelY,frequency_AccelY,min_AccelZ,max_AccelZ,mean_AccelZ,std_AccelZ,frequency_AccelZ,min_GyroX,max_GyroX,mean_GyroX,std_GyroX,frequency_GyroX,min_GyroY,max_GyroY,mean_GyroY,std_GyroY,frequency_GyroY,min_GyroZ,max_GyroZ,mean_GyroZ,std_GyroZ,frequency_GyroZ
67,8.59,8.95,8.72925,0.07547805972598921,2.0,0.87,1.17,1.0397,0.04236637817892865,2.0,5.32,5.78,5.57075,0.10369637168194458,2.0,-0.15,-0.06,-0.10985000000000002,0.012469061712895642,198.0,0.0,0.15,0.06075000000000002,0.026266661379018078,2.0,-0.03,0.0,-0.011750000000000003,0.006199798383818623,7.0
68,8.71,9.17,8.896,0.10843892290132727,1.0,0.52,0.88,0.7238,0.045183625352554435,1.0,4.87,5.7,5.344550000000001,0.18083638323080892,1.0,-0.15,-0.06,-0.11160000000000002,0.014847221962373971,40.0,-0.04,0.16,0.06425,0.03673469068877537,1.0,-0.03,0.01,-0.01245,0.008215686216013852,18.0
69,8.56,9.09,8.847,0.09988993943335843,1.0,0.57,0.92,0.73725,0.04863062306818617,146.0,5.09,5.68,5.423699999999999,0.13608567154553777,1.0,-0.16,-0.06,-0.11184999999999999,0.01469957482378317,37.0,-0.02,0.15,0.05125,0.031763776538692626,1.0,-0.05,0.03,-0.01135,0.010520337447059385,20.0
70,8.66,9.15,8.91515,0.10997262159283099,1.0,0.57,0.85,0.7186999999999999,0.04337407059523005,1.0,4.89,5.72,5.30375,0.18598773481065897,1.0,-0.14,-0.06,-0.11105000000000001,0.014226647532008375,161.0,-0.04,0.13,0.055099999999999996,0.03374892590883449,1.0,-0.03,0.01,-0.01165,0.00740118233797817,16.0
71,8.65,9.05,8.8326,0.07202943842624349,1.0,0.52,0.85,0.7075499999999999,0.04025540336402059,60.0,5.06,5.75,5.454750000000001,0.10930662148287267,1.0,-0.15,-0.07,-0.1121,0.01423341139713175,38.0,-0.02,0.14,0.06010000000000001,0.027257842908051253,2.0,-0.03,0.01,-0.011899999999999999,0.006811020481543128,15.0
72,8.69,9.04,8.812050000000001,0.06599467781571478,1.0,0.52,0.79,0.6958999999999999,0.03753917953285606,60.0,5.09,5.71,5.4861,0.10347361982650456,199.0,-0.14,-0.06,-0.11040000000000003,0.011482160075525856,45.0,-0.01,0.13,0.05660000000000002,0.0252475741408952,197.0,-0.02,-0.0,-0.01165,0.006064445564105593,15.0
73,8.65,9.1,8.822299999999998,0.08311263441860087,1.0,0.55,0.83,0.70015,0.03928711620875219,1.0,5.08,5.78,5.4726,0.11955852123541841,1.0,-0.15,-0.05,-0.11045000000000002,0.01563001919384618,161.0,-0.04,0.13,0.05535000000000001,0.027638333886108257,2.0,-0.03,0.01,-0.0113,0.007301369734508724,15.0
74,8.66,9.08,8.8562,0.08372311508777014,2.0,0.58,0.8,0.69685,0.03472142710200719,64.0,5.06,5.71,5.41215,0.14267052078127418,2.0,-0.14,-0.06,-0.11105000000000001,0.013393935194706596,37.0,-0.04,0.15,0.05535000000000001,0.03777403208554787,2.0,-0.03,0.01,-0.011850000000000001,0.007554965254718251,15.0
75,8.71,9.11,8.87365,0.09661872230577259,2.0,0.51,0.78,0.6894500000000001,0.03686729580536114,1.0,5.01,5.69,5.385049999999999,0.1648180739482172,198.0,-0.14,-0.04,-0.11150000000000002,0.013332291625973382,43.0,-0.05,0.17,0.05165000000000001,0.03845487615374675,2.0,-0.02,0.01,-0.0108,0.0066603303221386845,196.0
76,8.69,9.02,8.837549999999998,0.06606434363558003,1.0,0.51,0.79,0.6859000000000001,0.03587743023127491,60.0,5.09,5.61,5.449199999999999,0.10684268809796951,1.0,-0.15,-0.06,-0.11115000000000003,0.01123287585616435,41.0,-0.0,0.2,0.05910000000000002,0.03352894272117748,2.0,-0.03,0.01,-0.011600000000000001,0.005953150426454886,14.0
77,8.72,9.11,8.8923,0.09610260142160562,1.0,0.52,0.79,0.6697,0.03587352784435899,1.0,4.84,5.63,5.352,0.165526432934441,1.0,-0.14,-0.07,-0.11170000000000002,0.011537330713817646,155.0,-0.06,0.14,0.049400000000000006,0.0341853769907544,3.0,-0.03,0.01,-0.0115,0.005894913061275798,3.0
78,8.6,8.95,8.7473,0.07730271664049065,1.0,0.91,1.13,1.0246000000000002,0.04066743168679332,2.0,5.16,5.77,5.5428,0.11603947604156095,1.0,-0.14,-0.07,-0.11305000000000004,0.012214642851921623,2.0,-0.01,0.13,0.049600000000000005,0.02355504192312126,3.0,-0.02,0.0,-0.01145,0.00594957981709633,3.0
79,8.68,9.1,8.86125,0.08147353864906087,2.0,0.52,0.79,0.66635,0.03621018503128643,60.0,5.03,5.68,5.412999999999999,0.13862539449898778,198.0,-0.14,-0.06,-0.11030000000000001,0.0116580444329227,158.0,-0.03,0.16,0.062250000000000014,0.033532633359162234,3.0,-0.02,0.01,-0.01165,0.005811841360532821,7.0
80,8.73,9.09,8.874649999999999,0.08328191580409285,2.0,0.52,0.77,0.6625999999999999,0.03242283146179555,2.0,5.03,5.67,5.387550000000001,0.14311358251402975,3.0,-0.15,-0.06,-0.11055000000000001,0.012537842717150346,44.0,-0.05,0.16,0.0557,0.037835300976733356,3.0,-0.02,0.01,-0.0114,0.006003332407921453,3.0
81,8.72,9.16,8.89115,0.105214911015502,1.0,0.49,0.79,0.6498,0.03861295119516249,1.0,4.91,5.65,5.361000000000001,0.18030252355416437,1.0,-0.16,-0.05,-0.11110000000000002,0.0132208169187838,38.0,-0.03,0.16,0.05510000000000001,0.031144662464056342,199.0,-0.03,0.01,-0.011850000000000001,0.006409173113592736,15.0
82,8.73,9.19,8.91425,0.10993378689010942,1.0,0.49,0.77,0.6472,0.04094093306215676,63.0,4.93,5.68,5.323250000000001,0.184715829045591,1.0,-0.15,-0.07,-0.11205000000000002,0.012895638797671095,2.0,-0.02,0.14,0.051800000000000006,0.03332806625053425,1.0,-0.02,0.01,-0.0114,0.00616765757804371,186.0
83,8.75,9.13,8.89605,0.08557977272697098,199.0,0.49,0.75,0.6308499999999999,0.0374803615244037,1.0,4.93,5.66,5.3542,0.14324929319197358,3.0,-0.14,-0.06,-0.1107,0.012227428184209466,154.0,-0.01,0.18,0.05915000000000001,0.034449637153386684,3.0,-0.03,-0.0,-0.011700000000000002,0.005666568626602876,3.0
84,8.72,9.1,8.86375,0.07018146122730702,1.0,0.5,0.75,0.6335000000000001,0.03408445393430854,59.0,5.08,5.62,5.408900000000001,0.1133127971590147,1.0,-0.14,-0.07,-0.11170000000000002,0.01091375279177607,41.0,-0.01,0.13,0.05520000000000001,0.023344378338263798,198.0,-0.03,-0.0,-0.011549999999999998,0.0055765132475409755,33.0
85,8.74,9.12,8.8925,0.08207161506879221,1.0,0.49,0.71,0.6299,0.031032080175199355,1.0,5.06,5.61,5.35885,0.14021832084289126,3.0,-0.14,-0.06,-0.11100000000000002,0.012489995996796796,194.0,-0.02,0.15,0.056100000000000004,0.03714552462948935,3.0,-0.02,-0.0,-0.011800000000000001,0.005546169849544819,19.0
86,8.74,9.22,8.892149999999999,0.09372767734239444,1.0,0.45,0.71,0.60885,0.04157135432001225,1.0,5.02,5.59,5.366400000000001,0.14302111732188363,1.0,-0.15,-0.07,-0.11125,0.011399013115177995,44.0,-0.01,0.13,0.05585000000000001,0.026519379706169598,2.0,-0.03,0.02,-0.01135,0.008699281579532874,14.0
87,8.76,9.13,8.8933,0.07067609213871412,1.0,0.46,0.72,0.6186,0.03480000000000001,1.0,5.04,5.6,5.36305,0.12044167675684359,199.0,-0.15,-0.08,-0.11060000000000002,0.01075360404701605,40.0,-0.01,0.12,0.04945,0.02773441003518914,1.0,-0.03,0.01,-0.01125,0.005825590098865522,17.0
88,8.75,9.1,8.892549999999998,0.07665505528013142,2.0,0.47,0.69,0.6119,0.03484809894384486,63.0,5.04,5.61,5.361000000000001,0.13410816529950742,198.0,-0.14,-0.07,-0.11175,0.011288821904875635,39.0,-0.01,0.16,0.06145000000000001,0.031613248804891914,2.0,-0.02,-0.0,-0.011549999999999998,0.0055765132475409755,13.0
89,8.6,8.96,8.750399999999999,0.08588853241265677,1.0,0.86,1.15,1.0208000000000002,0.04396998976574821,1.0,5.26,5.75,5.53845,0.12401248929039367,1.0,-0.14,-0.07,-0.10920000000000002,0.013317657451669193,1.0,-0.01,0.13,0.060550000000000014,0.026061417843240994,1.0,-0.03,-0.0,-0.011699999999999999,0.005754128952326321,45.0
90,8.77,9.11,8.89085,0.0719984548445312,2.0,0.43,0.69,0.6036,0.03370519247831112,138.0,5.04,5.59,5.36365,0.1245599353724945,2.0,-0.15,-0.07,-0.11115000000000003,0.01188181383459613,42.0,-0.02,0.16,0.05540000000000001,0.03320903491521547,2.0,-0.03,0.01,-0.011800000000000001,0.005979966555090421,14.0
91,8.76,9.11,8.87465,0.07324532408283824,1.0,0.46,0.69,0.5943,0.03654463024850573,64.0,5.0,5.61,5.394550000000001,0.11383671420064798,1.0,-0.13,-0.08,-0.11125,0.010951598056904753,43.0,-0.01,0.18,0.05535000000000001,0.025843326024333632,198.0,-0.03,-0.0,-0.01165,0.005547747290567586,25.0
92,8.77,9.15,8.91535,0.08046662351559186,1.0,0.45,0.67,0.5852499999999999,0.03448097301411315,61.0,4.98,5.57,5.3236,0.1346181265654815,1.0,-0.14,-0.06,-0.11110000000000002,0.012074352984735868,161.0,-0.03,0.13,0.05215,0.029947913115941818,197.0,-0.02,0.0,-0.0114,0.005388877434122992,14.0
93,8.76,9.17,8.8872,0.079076924573481,1.0,0.45,0.69,0.581,0.0355105618091294,199.0,4.93,5.62,5.3773,0.127211280946306,1.0,-0.14,-0.07,-0.11115,0.012576863678994058,39.0,-0.03,0.16,0.057700000000000015,0.02986151369237668,2.0,-0.02,0.01,-0.011899999999999999,0.005602677931132575,185.0
94,8.76,9.18,8.9229,0.08673863037885715,1.0,0.47,0.69,0.578,0.03397057550292605,1.0,4.87,5.58,5.30975,0.1450256442840369,1.0,-0.14,-0.06,-0.11040000000000003,0.01441665703275208,39.0,-0.04,0.18,0.05595000000000001,0.03653898602862428,3.0,-0.03,0.01,-0.011850000000000001,0.006788040954502264,8.0
95,8.75,9.17,8.907350000000001,0.08662261540729423,2.0,0.45,0.67,0.5807,0.03512136102146384,2.0,4.84,5.61,5.339650000000001,0.14826455240548903,2.0,-0.14,-0.06,-0.11170000000000002,0.012732242536175626,154.0,-0.03,0.15,0.04975,0.030796712486887295,2.0,-0.02,0.01,-0.01145,0.005691880181451468,15.0
96,8.76,9.15,8.89785,0.07958566139701295,2.0,0.44,0.67,0.569,0.03591656999213593,63.0,4.95,5.63,5.355700000000001,0.13327231520462157,2.0,-0.14,-0.05,-0.11090000000000001,0.01411346874442991,39.0,-0.03,0.17,0.06070000000000002,0.03271864911636787,198.0,-0.03,0.01,-0.011600000000000001,0.006199999999999999,16.0
97,8.77,9.14,8.907499999999999,0.07874484110086197,2.0,0.39,0.69,0.56165,0.038115318442851806,56.0,4.99,5.63,5.3395,0.13131165218669666,2.0,-0.14,-0.06,-0.11120000000000001,0.0137317151150175,40.0,-0.02,0.17,0.056100000000000004,0.03246213178458864,2.0,-0.03,0.01,-0.0115,0.0058094750193111245,16.0
98,8.74,9.15,8.915999999999999,0.08248636250920513,2.0,0.38,0.68,0.5554,0.04016017928246834,2.0,4.95,5.64,5.32405,0.13776101589346676,2.0,-0.14,-0.05,-0.11145000000000004,0.01412081796497639,41.0,-0.02,0.14,0.05074999999999999,0.029341736485763756,2.0,-0.02,0.01,-0.011349999999999997,0.005888760480780315,16.0
99,8.78,9.08,8.8978,0.0632626271980543,2.0,0.41,0.64,0.5432,0.03770623290651029,60.0,5.01,5.62,5.363299999999999,0.10214259640326363,2.0,-0.14,-0.05,-0.11110000000000002,0.012719669807035086,45.0,-0.01,0.14,0.05855000000000002,0.025246732461845434,2.0,-0.02,0.01,-0.011800000000000001,0.00581033561853358,15.0
