min_AccelX,max_AccelX,mean_AccelX,std_AccelX,frequency_AccelX,min_AccelY,max_AccelY,mean_AccelY,std_AccelY,frequency_AccelY,min_AccelZ,max_AccelZ,mean_AccelZ,std_AccelZ,frequency_AccelZ,min_GyroX,max_GyroX,mean_GyroX,std_GyroX,frequency_GyroX,min_GyroY,max_GyroY,mean_GyroY,std_GyroY,frequency_GyroY,min_GyroZ,max_GyroZ,mean_GyroZ,std_GyroZ,frequency_GyroZ
8.6,9.03,8.758000000000001,0.10011493395093458,1.0,0.85,1.15,1.0285,0.04432550056118941,1.0,5.17,5.84,5.527100000000001,0.1530934028624356,1.0,-0.14,-0.07,-0.11275000000000002,0.013781781452337721,1.0,-0.01,0.16,0.05115000000000001,0.030905946029849984,1.0,-0.02,0.01,-0.0109,0.00617980582219215,156.0
