min_AccelX,max_AccelX,mean_AccelX,std_AccelX,frequency_AccelX,min_AccelY,max_AccelY,mean_AccelY,std_AccelY,frequency_AccelY,min_AccelZ,max_AccelZ,mean_AccelZ,std_AccelZ,frequency_AccelZ,min_GyroX,max_GyroX,mean_GyroX,std_GyroX,frequency_GyroX,min_GyroY,max_GyroY,mean_GyroY,std_GyroY,frequency_GyroY,min_GyroZ,max_GyroZ,mean_GyroZ,std_GyroZ,frequency_GyroZ
8.66,9.08,8.8562,0.08372311508777014,2.0,0.58,0.8,0.69685,0.03472142710200719,64.0,5.06,5.71,5.41215,0.14267052078127418,2.0,-0.14,-0.06,-0.11105000000000001,0.013393935194706596,37.0,-0.04,0.15,0.05535000000000001,0.03777403208554787,2.0,-0.03,0.01,-0.011850000000000001,0.007554965254718251,15.0
