min_AccelX,max_AccelX,mean_AccelX,std_AccelX,frequency_AccelX,min_AccelY,max_AccelY,mean_AccelY,std_AccelY,frequency_AccelY,min_AccelZ,max_AccelZ,mean_AccelZ,std_AccelZ,frequency_AccelZ,min_GyroX,max_GyroX,mean_GyroX,std_GyroX,frequency_GyroX,min_GyroY,max_GyroY,mean_GyroY,std_GyroY,frequency_GyroY,min_GyroZ,max_GyroZ,mean_GyroZ,std_GyroZ,frequency_GyroZ
8.84,9.01,8.9246,0.03212226642066209,39.0,1.58,1.77,1.66665,0.026062952633959177,161.0,4.95,5.21,5.098450000000001,0.036181452430769014,60.0,-0.13,-0.08,-0.11075000000000003,0.008242420760917265,155.0,0.04,0.07,0.05615000000000001,0.005888760480780314,194.0,-0.03,0.01,-0.011200000000000002,0.006289674077406555,30.0
