min_AccelX,max_AccelX,mean_AccelX,std_AccelX,frequency_AccelX,min_AccelY,max_AccelY,mean_AccelY,std_AccelY,frequency_AccelY,min_AccelZ,max_AccelZ,mean_AccelZ,std_AccelZ,frequency_AccelZ,min_GyroX,max_GyroX,mean_GyroX,std_GyroX,frequency_GyroX,min_GyroY,max_GyroY,mean_GyroY,std_GyroY,frequency_GyroY,min_GyroZ,max_GyroZ,mean_GyroZ,std_GyroZ,frequency_GyroZ
8.88,9.08,8.98225,0.03786076465154923,43.0,1.39,1.58,1.5092,0.02938298827553116,145.0,4.9,5.16,5.0401,0.03379334253961859,61.0,-0.15,-0.08,-0.11170000000000002,0.008130805618141414,37.0,0.03,0.08,0.05530000000000001,0.006701492371106602,6.0,-0.03,0.0,-0.01125,0.005910795208768444,37.0
