min_AccelX,max_AccelX,mean_AccelX,std_AccelX,frequency_AccelX,min_AccelY,max_AccelY,mean_AccelY,std_AccelY,frequency_AccelY,min_AccelZ,max_AccelZ,mean_AccelZ,std_AccelZ,frequency_AccelZ,min_GyroX,max_GyroX,mean_GyroX,std_GyroX,frequency_GyroX,min_GyroY,max_GyroY,mean_GyroY,std_GyroY,frequency_GyroY,min_GyroZ,max_GyroZ,mean_GyroZ,std_GyroZ,frequency_GyroZ
9.3,9.55,9.4384,0.04700468061799803,161.0,1.14,1.43,1.32735,0.031929257742703644,52.0,3.99,4.27,4.1640999999999995,0.03745917778061877,68.0,-0.13,-0.08,-0.1105,0.008046738469715538,161.0,0.03,0.08,0.05610000000000001,0.008049223565040295,13.0,-0.02,0.01,-0.0118,0.006764613810115105,187.0
