STT,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
1,9.59,1.66,3.76,-0.11,0.06,-0.01
2,9.58,1.67,3.79,-0.13,0.05,-0.01
3,9.51,1.51,3.65,-0.10,0.06,-0.01
4,9.50,1.64,3.80,-0.10,0.06,-0.02
5,9.54,1.69,3.75,-0.10,0.03,0.01
6,9.62,1.60,3.74,-0.12,0.06,-0.01
7,9.65,1.62,3.78,-0.11,0.05,-0.01
8,9.58,1.64,3.71,-0.12,0.05,-0.01
9,9.47,1.58,3.74,-0.11,0.06,-0.01
10,9.53,1.60,3.79,-0.10,0.05,-0.01
11,9.63,1.66,3.79,-0.11,0.05,-0.01
12,9.62,1.64,3.73,-0.11,0.05,-0.01
13,9.55,1.59,3.74,-0.11,0.07,-0.02
14,9.51,1.61,3.71,-0.10,0.06,-0.01
15,9.51,1.60,3.76,-0.11,0.06,-0.02
16,9.59,1.63,3.75,-0.10,0.05,-0.01
17,9.61,1.65,3.74,-0.11,0.06,-0.01
18,9.53,1.64,3.77,-0.11,0.07,-0.01
19,9.54,1.60,3.74,-0.12,0.05,-0.01
20,9.56,1.62,3.75,-0.12,0.06,-0.01
21,9.60,1.62,3.74,-0.11,0.06,-0.01
22,9.60,1.61,3.72,-0.11,0.06,-0.01
23,9.56,1.65,3.75,-0.11,0.06,-0.01
24,9.53,1.61,3.76,-0.11,0.05,-0.02
25,9.57,1.62,3.77,-0.11,0.06,-0.02
26,9.57,1.62,3.74,-0.12,0.06,-0.01
27,9.56,1.62,3.76,-0.11,0.06,-0.01
28,9.59,1.61,3.73,-0.11,0.06,-0.01
29,9.58,1.59,3.73,-0.11,0.06,-0.01
30,9.55,1.62,3.75,-0.11,0.06,-0.02
31,9.54,1.60,3.77,-0.11,0.06,-0.01
32,9.54,1.63,3.74,-0.12,0.05,-0.01
33,9.60,1.62,3.75,-0.11,0.05,-0.01
34,9.56,1.68,3.80,-0.13,0.05,-0.02
35,9.53,1.48,3.64,-0.11,0.06,-0.00
36,9.50,1.59,3.80,-0.10,0.06,-0.01
