STT,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
1,9.11,1.59,4.62,-0.10,0.21,-0.05
2,9.05,1.64,4.84,-0.09,0.18,-0.03
3,9.07,1.53,4.83,-0.10,0.17,-0.02
4,9.10,1.59,4.91,-0.08,0.18,-0.02
5,9.13,1.60,4.89,-0.08,0.19,-0.03
6,9.03,1.58,4.97,-0.09,0.19,-0.03
7,8.96,1.62,4.99,-0.09,0.18,-0.02
8,8.97,1.58,5.00,-0.10,0.15,-0.01
9,8.99,1.59,5.04,-0.07,0.14,-0.01
10,9.00,1.65,5.09,-0.07,0.13,-0.01
11,8.94,1.64,5.06,-0.08,0.12,-0.01
12,8.89,1.61,5.06,-0.07,0.10,-0.01
13,8.92,1.66,5.07,-0.07,0.10,-0.00
14,8.96,1.65,5.12,-0.09,0.08,-0.00
15,8.99,1.59,5.10,-0.09,0.07,-0.00
16,9.00,1.58,5.16,-0.10,0.08,-0.01
17,8.96,1.64,5.03,-0.08,0.06,-0.01
18,8.94,1.57,4.98,-0.06,0.08,-0.02
19,8.89,1.66,5.11,-0.08,0.11,-0.02
20,8.85,1.72,5.19,-0.10,0.05,-0.00
21,9.01,1.61,5.09,-0.12,0.04,0.01
22,9.05,1.59,5.12,-0.10,0.05,-0.02
23,8.97,1.62,5.05,-0.08,0.06,-0.03
24,8.90,1.67,5.09,-0.09,0.05,-0.02
25,8.90,1.66,5.00,-0.11,0.07,-0.02
26,8.94,1.69,5.09,-0.11,0.04,-0.01
27,8.99,1.68,5.07,-0.11,0.05,-0.02
28,8.94,1.64,5.05,-0.11,0.07,-0.02
29,8.91,1.66,5.09,-0.09,0.07,-0.02
30,8.94,1.67,5.09,-0.10,0.06,-0.02
31,8.94,1.69,5.05,-0.11,0.05,-0.01
32,8.99,1.62,5.07,-0.11,0.07,-0.01
33,8.91,1.63,5.10,-0.11,0.07,-0.02
34,8.89,1.63,5.10,-0.11,0.07,-0.01
35,8.84,1.66,5.08,-0.12,0.07,-0.01
36,8.92,1.68,5.11,-0.11,0.06,-0.00
37,9.00,1.70,5.09,-0.12,0.04,-0.01
38,8.93,1.69,5.06,-0.11,0.05,-0.02
39,8.88,1.66,5.07,-0.11,0.06,-0.01
40,8.94,1.68,5.08,-0.11,0.06,-0.01
41,8.96,1.64,5.10,-0.11,0.06,-0.01
42,8.93,1.66,5.07,-0.12,0.06,-0.01
43,8.91,1.66,5.09,-0.12,0.06,-0.01
44,8.95,1.65,5.07,-0.11,0.06,-0.01
45,8.94,1.66,5.11,-0.11,0.06,-0.01
46,8.91,1.66,5.11,-0.11,0.06,-0.01
47,8.91,1.66,5.08,-0.11,0.05,-0.01
48,8.95,1.69,5.09,-0.11,0.06,-0.01
49,8.92,1.70,5.10,-0.12,0.05,-0.01
50,8.91,1.53,4.95,-0.08,0.06,-0.01
51,8.88,1.65,5.13,-0.12,0.08,-0.02
52,8.87,1.72,5.13,-0.11,0.04,0.00
53,8.99,1.64,5.02,-0.13,0.04,0.01
54,8.99,1.58,5.13,-0.11,0.05,-0.02
55,8.92,1.68,5.07,-0.10,0.06,-0.02
56,8.87,1.68,5.04,-0.10,0.04,-0.02
57,8.89,1.66,5.10,-0.11,0.06,-0.01
58,8.97,1.68,5.12,-0.11,0.05,-0.00
