STT,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
1,8.90,1.71,5.09,-0.12,0.05,-0.01
2,8.92,1.68,5.08,-0.11,0.06,-0.01
3,8.95,1.65,5.11,-0.11,0.05,-0.01
4,8.92,1.70,5.09,-0.11,0.06,-0.02
5,8.93,1.68,5.09,-0.12,0.06,-0.01
6,8.94,1.67,5.10,-0.12,0.06,-0.01
7,8.93,1.64,5.07,-0.11,0.06,-0.01
8,8.89,1.67,5.10,-0.10,0.06,-0.01
9,8.94,1.65,5.14,-0.11,0.05,-0.01
10,8.95,1.67,5.11,-0.11,0.06,-0.02
11,8.87,1.67,5.14,-0.11,0.06,-0.02
12,8.92,1.73,4.99,-0.11,0.05,-0.00
13,8.91,1.64,5.05,-0.09,0.06,-0.01
14,8.87,1.69,5.21,-0.11,0.06,-0.01
15,8.93,1.70,5.12,-0.12,0.04,0.01
16,9.00,1.66,5.09,-0.13,0.06,-0.00
17,8.96,1.66,5.11,-0.10,0.05,-0.01
18,8.90,1.64,5.06,-0.10,0.05,-0.01
19,8.86,1.67,5.06,-0.11,0.05,-0.01
20,8.88,1.66,5.12,-0.11,0.05,-0.00
21,8.99,1.67,5.16,-0.12,0.05,-0.00
22,9.00,1.69,5.06,-0.10,0.05,-0.01
23,8.88,1.63,5.12,-0.11,0.06,-0.03
24,8.88,1.60,5.07,-0.10,0.07,-0.01
25,8.94,1.69,5.12,-0.12,0.06,-0.02
26,8.96,1.68,5.06,-0.10,0.06,-0.01
27,8.95,1.68,5.12,-0.11,0.06,-0.01
28,8.91,1.67,5.10,-0.11,0.06,-0.01
29,8.89,1.62,5.11,-0.12,0.06,-0.01
30,8.94,1.67,5.09,-0.11,0.06,-0.01
31,8.96,1.67,5.08,-0.11,0.06,-0.02
32,8.91,1.69,5.09,-0.11,0.05,-0.02
33,8.90,1.69,5.09,-0.11,0.06,-0.01
34,8.91,1.66,5.08,-0.11,0.05,-0.01
35,8.95,1.67,5.08,-0.11,0.06,-0.01
36,8.92,1.69,5.11,-0.11,0.06,-0.01
37,8.93,1.66,5.07,-0.12,0.06,-0.01
38,8.95,1.66,5.09,-0.12,0.06,-0.01
39,8.94,1.67,5.10,-0.11,0.06,-0.01
40,8.92,1.67,5.13,-0.11,0.06,-0.01
41,8.91,1.68,5.12,-0.11,0.05,-0.01
42,8.94,1.66,5.09,-0.11,0.06,-0.01
43,8.94,1.69,5.15,-0.13,0.05,-0.01
44,8.90,1.58,5.01,-0.08,0.06,-0.01
45,8.90,1.70,5.11,-0.11,0.06,-0.02
46,8.89,1.71,5.12,-0.10,0.05,-0.01
47,8.95,1.68,5.08,-0.13,0.04,0.00
48,8.95,1.65,5.14,-0.12,0.05,-0.01
49,8.94,1.66,5.09,-0.10,0.05,-0.01
50,8.86,1.68,5.04,-0.10,0.05,-0.02
51,8.91,1.68,5.12,-0.11,0.05,-0.01
52,8.94,1.67,5.13,-0.11,0.05,-0.00
53,8.98,1.68,5.16,-0.12,0.05,-0.01
54,8.94,1.64,5.02,-0.11,0.06,-0.02
55,8.88,1.67,5.07,-0.10,0.06,-0.02
56,8.91,1.63,5.09,-0.12,0.06,-0.01
57,8.95,1.69,5.11,-0.11,0.05,-0.01
58,8.95,1.70,5.10,-0.10,0.06,-0.01
59,8.93,1.67,5.10,-0.12,0.05,-0.01
60,8.90,1.65,5.10,-0.12,0.06,-0.01
61,8.94,1.66,5.11,-0.12,0.06,-0.01
62,8.95,1.67,5.10,-0.10,0.06,-0.01
63,8.94,1.69,5.11,-0.11,0.05,-0.02
64,8.90,1.67,5.10,-0.12,0.06,-0.01
65,8.91,1.66,5.13,-0.11,0.06,-0.01
66,8.93,1.65,5.12,-0.11,0.05,-0.02
67,8.91,1.67,5.08,-0.11,0.06,-0.01
68,8.93,1.65,5.09,-0.12,0.06,-0.01
69,8.94,1.63,5.11,-0.11,0.06,-0.01
70,8.92,1.65,5.09,-0.10,0.06,-0.01
71,8.92,1.67,5.11,-0.11,0.06,-0.02
72,8.92,1.69,5.10,-0.11,0.06,-0.02
73,8.89,1.67,5.17,-0.12,0.06,-0.01
74,8.95,1.67,5.01,-0.11,0.05,-0.00
75,8.92,1.67,5.05,-0.09,0.06,-0.01
76,8.88,1.70,5.19,-0.11,0.06,-0.01
77,8.90,1.73,5.11,-0.12,0.04,0.00
78,8.96,1.65,5.08,-0.12,0.06,-0.01
79,8.97,1.64,5.10,-0.11,0.05,-0.01
80,8.90,1.66,5.06,-0.10,0.05,-0.02
81,8.87,1.68,5.06,-0.10,0.05,-0.01
82,8.93,1.67,5.13,-0.11,0.05,-0.00
83,9.00,1.68,5.14,-0.12,0.05,-0.01
84,8.99,1.70,5.06,-0.11,0.06,-0.01
85,8.84,1.66,5.14,-0.11,0.06,-0.03
86,8.88,1.62,5.10,-0.10,0.06,-0.01
87,8.91,1.67,5.11,-0.12,0.06,-0.01
88,8.98,1.68,5.11,-0.11,0.06,-0.01
89,8.94,1.69,5.14,-0.11,0.06,-0.01
90,8.89,1.66,5.09,-0.11,0.06,-0.02
91,8.89,1.65,5.08,-0.12,0.06,-0.01
92,8.93,1.67,5.11,-0.11,0.06,-0.01
93,8.96,1.68,5.11,-0.11,0.05,-0.01
94,8.88,1.69,5.10,-0.12,0.05,-0.01
95,8.90,1.67,5.11,-0.11,0.06,-0.01
96,8.95,1.64,5.12,-0.11,0.05,-0.01
97,8.94,1.68,5.11,-0.11,0.06,-0.02
98,8.90,1.67,5.09,-0.12,0.06,-0.01
99,8.92,1.65,5.08,-0.11,0.06,-0.01
100,8.94,1.65,5.14,-0.10,0.06,-0.01
101,8.92,1.67,5.11,-0.11,0.06,-0.01
102,8.91,1.68,5.11,-0.11,0.06,-0.01
103,8.94,1.67,5.15,-0.11,0.06,-0.01
104,8.95,1.74,4.99,-0.11,0.05,-0.01
105,8.90,1.59,5.03,-0.08,0.06,-0.02
106,8.89,1.69,5.17,-0.12,0.07,-0.02
107,8.88,1.72,5.13,-0.11,0.05,0.00
108,8.97,1.65,5.08,-0.12,0.05,-0.00
109,8.95,1.64,5.11,-0.11,0.05,-0.01
110,8.90,1.65,5.07,-0.10,0.05,-0.02
111,8.86,1.68,5.07,-0.10,0.05,-0.01
112,8.90,1.65,5.13,-0.11,0.05,-0.00
113,9.00,1.67,5.12,-0.12,0.05,-0.00
114,9.00,1.68,5.07,-0.11,0.05,-0.01
115,8.90,1.62,5.11,-0.12,0.07,-0.03
116,8.89,1.62,5.07,-0.10,0.06,-0.01
117,8.89,1.68,5.10,-0.12,0.06,-0.02
118,8.96,1.70,5.09,-0.10,0.05,-0.01
119,8.94,1.67,5.11,-0.11,0.06,-0.01
120,8.89,1.67,5.10,-0.11,0.06,-0.01
121,8.87,1.66,5.10,-0.12,0.06,-0.01
