STT,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
1,8.97,1.77,4.81,-0.12,0.06,0.00
2,9.17,1.79,4.79,-0.12,0.06,0.00
3,9.16,1.78,4.79,-0.11,0.08,-0.02
4,9.03,1.80,4.75,-0.11,0.09,-0.01
5,8.94,1.77,4.81,-0.12,0.10,-0.00
6,9.09,1.78,4.76,-0.12,0.10,-0.01
7,9.11,1.78,4.85,-0.12,0.10,-0.02
8,9.01,1.78,4.87,-0.12,0.10,-0.02
9,8.99,1.77,4.86,-0.11,0.09,-0.01
10,9.05,1.78,4.86,-0.11,0.09,-0.02
11,9.09,1.81,4.88,-0.11,0.09,-0.02
12,9.04,1.77,4.87,-0.11,0.10,-0.03
13,8.97,1.77,4.90,-0.11,0.12,-0.03
14,9.00,1.79,4.88,-0.12,0.11,-0.01
15,8.93,1.64,4.81,-0.07,0.11,-0.02
16,8.94,1.79,4.98,-0.13,0.13,-0.01
17,8.95,1.87,4.99,-0.10,0.10,0.00
18,9.06,1.82,4.99,-0.13,0.08,-0.00
19,9.04,1.79,4.99,-0.11,0.09,-0.01
20,8.99,1.75,5.02,-0.10,0.09,-0.02
21,8.91,1.77,5.00,-0.09,0.08,-0.02
22,8.91,1.78,4.96,-0.09,0.08,-0.01
23,8.95,1.79,5.08,-0.11,0.07,-0.01
24,8.97,1.81,4.95,-0.10,0.07,-0.01
25,8.96,1.77,4.99,-0.09,0.08,-0.02
26,8.93,1.77,5.04,-0.10,0.08,-0.01
27,8.96,1.82,5.07,-0.10,0.07,-0.01
28,9.02,1.81,5.02,-0.10,0.08,-0.01
29,8.97,1.77,5.09,-0.10,0.08,-0.02
30,8.92,1.78,5.04,-0.10,0.07,-0.02
31,8.91,1.81,5.06,-0.11,0.07,-0.01
32,8.95,1.82,5.05,-0.11,0.07,-0.01
33,8.94,1.83,5.04,-0.11,0.06,-0.02
34,8.92,1.82,5.04,-0.11,0.06,-0.01
35,8.93,1.80,5.02,-0.11,0.06,-0.01
36,8.97,1.79,5.03,-0.11,0.06,-0.01
37,8.94,1.80,5.03,-0.10,0.06,-0.02
38,8.89,1.82,5.04,-0.10,0.06,-0.02
39,8.92,1.80,5.03,-0.11,0.06,-0.01
40,8.97,1.78,5.05,-0.11,0.06,-0.02
41,8.94,1.85,5.06,-0.12,0.05,-0.02
42,8.91,1.68,4.91,-0.08,0.06,-0.01
