STT,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
1,8.83,0.64,5.48,-0.11,0.03,-0.01
2,8.89,0.64,5.49,-0.11,0.03,-0.01
3,8.85,0.64,5.47,-0.11,0.02,-0.01
4,8.80,0.57,5.43,-0.11,0.03,-0.00
5,8.84,0.62,5.43,-0.12,0.01,-0.01
6,8.92,0.65,5.40,-0.11,0.00,-0.01
7,8.91,0.65,5.42,-0.12,0.01,-0.01
8,8.87,0.60,5.42,-0.11,0.02,-0.01
9,8.85,0.63,5.42,-0.11,0.01,-0.01
10,8.86,0.63,5.39,-0.11,-0.00,-0.01
11,8.92,0.64,5.34,-0.11,-0.00,-0.01
12,8.94,0.64,5.31,-0.10,0.02,-0.01
13,8.91,0.63,5.32,-0.10,0.02,-0.01
14,8.90,0.63,5.33,-0.11,0.00,-0.01
15,8.94,0.60,5.30,-0.12,0.00,-0.01
16,8.94,0.64,5.36,-0.12,0.01,-0.01
17,9.01,0.66,5.18,-0.11,-0.01,-0.00
18,8.94,0.57,5.11,-0.06,0.01,-0.02
19,8.94,0.65,5.33,-0.10,0.02,-0.02
20,8.93,0.71,5.32,-0.11,-0.02,-0.00
21,9.06,0.64,5.22,-0.11,-0.01,-0.00
22,9.08,0.65,5.20,-0.09,0.01,-0.02
23,8.95,0.69,5.15,-0.09,0.01,-0.02
24,8.90,0.64,5.15,-0.11,0.01,-0.01
25,8.99,0.61,5.14,-0.12,0.02,-0.01
26,9.06,0.64,5.18,-0.13,0.02,-0.01
27,9.06,0.59,5.07,-0.11,0.05,-0.01
28,8.94,0.57,5.11,-0.09,0.08,-0.02
29,8.84,0.62,5.12,-0.10,0.07,-0.00
30,8.98,0.61,5.07,-0.12,0.05,0.00
31,9.12,0.61,5.12,-0.12,0.07,-0.00
32,9.05,0.64,5.16,-0.11,0.09,-0.01
33,8.97,0.64,5.14,-0.13,0.08,-0.01
34,8.94,0.60,5.18,-0.14,0.08,-0.02
35,8.99,0.61,5.17,-0.14,0.09,-0.02
36,9.00,0.63,5.21,-0.13,0.09,-0.01
37,9.02,0.65,5.25,-0.13,0.09,-0.01
38,8.96,0.61,5.19,-0.12,0.11,-0.01
39,8.94,0.58,5.22,-0.11,0.12,-0.01
40,8.95,0.62,5.20,-0.11,0.12,-0.02
41,8.96,0.62,5.24,-0.12,0.12,-0.02
42,8.99,0.63,5.27,-0.12,0.13,-0.02
43,8.93,0.65,5.39,-0.14,0.13,-0.02
44,8.95,0.60,5.16,-0.09,0.12,-0.01
45,8.86,0.61,5.27,-0.07,0.14,-0.02
46,8.84,0.68,5.40,-0.11,0.15,-0.02
47,8.82,0.68,5.47,-0.12,0.12,-0.01
48,8.93,0.58,5.39,-0.12,0.11,-0.00
49,8.92,0.61,5.47,-0.09,0.11,-0.01
50,8.83,0.64,5.44,-0.09,0.10,-0.01
