STT,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
1,9.84,1.37,3.00,-0.11,0.05,-0.01
2,9.82,1.39,3.00,-0.11,0.05,-0.01
3,9.84,1.38,3.03,-0.12,0.05,-0.01
4,9.84,1.36,3.05,-0.11,0.06,-0.01
5,9.84,1.36,3.02,-0.11,0.05,-0.02
6,9.83,1.36,2.97,-0.12,0.06,-0.02
7,9.83,1.36,3.01,-0.11,0.07,-0.01
8,9.87,1.39,3.01,-0.11,0.06,-0.01
9,9.85,1.37,3.01,-0.11,0.06,-0.02
10,9.84,1.35,3.01,-0.12,0.06,-0.01
11,9.80,1.36,3.11,-0.12,0.05,-0.01
12,9.87,1.31,2.87,-0.11,0.05,0.00
13,9.81,1.36,3.02,-0.09,0.07,-0.01
14,9.80,1.43,3.11,-0.12,0.05,-0.00
15,9.89,1.35,3.02,-0.12,0.05,0.01
16,9.95,1.35,3.02,-0.12,0.05,-0.01
17,9.93,1.39,2.99,-0.10,0.05,-0.02
18,9.77,1.38,2.97,-0.10,0.06,-0.02
19,9.76,1.34,2.95,-0.12,0.05,-0.01
20,9.89,1.33,3.05,-0.12,0.06,-0.01
21,9.88,1.34,3.08,-0.11,0.05,-0.01
22,9.83,1.32,2.97,-0.10,0.07,-0.01
23,9.79,1.37,2.99,-0.09,0.06,-0.01
24,9.77,1.36,2.98,-0.11,0.06,-0.02
25,9.84,1.38,3.02,-0.12,0.05,-0.02
26,9.89,1.36,3.00,-0.11,0.05,-0.01
27,9.83,1.35,3.04,-0.11,0.07,-0.02
28,9.78,1.37,3.02,-0.11,0.06,-0.01
29,9.84,1.34,3.06,-0.12,0.05,-0.01
30,9.88,1.37,3.01,-0.11,0.06,-0.01
31,9.84,1.38,3.02,-0.11,0.05,-0.01
32,9.82,1.39,3.00,-0.11,0.05,-0.01
33,9.84,1.36,3.02,-0.11,0.05,-0.01
34,9.86,1.37,3.02,-0.11,0.05,-0.01
35,9.85,1.40,3.01,-0.10,0.06,-0.02
36,9.84,1.38,2.97,-0.11,0.06,-0.01
37,9.85,1.37,2.98,-0.12,0.06,-0.01
38,9.87,1.36,3.01,-0.11,0.06,-0.01
39,9.84,1.37,3.05,-0.11,0.06,-0.02
40,9.85,1.39,3.02,-0.11,0.06,-0.01
41,9.84,1.40,3.06,-0.12,0.04,-0.01
42,9.84,1.24,2.93,-0.10,0.06,-0.00
43,9.81,1.42,3.06,-0.10,0.07,-0.02
44,9.80,1.45,3.07,-0.10,0.05,0.00
45,9.88,1.35,2.98,-0.12,0.05,0.01
46,9.97,1.35,3.01,-0.12,0.04,-0.01
47,9.91,1.39,2.99,-0.10,0.05,-0.02
48,9.76,1.38,2.99,-0.10,0.05,-0.02
49,9.79,1.34,2.97,-0.12,0.05,-0.01
50,9.85,1.36,3.04,-0.12,0.05,-0.01
51,9.90,1.38,2.99,-0.10,0.05,-0.01
52,9.88,1.33,3.03,-0.10,0.07,-0.02
53,9.82,1.36,2.95,-0.10,0.05,-0.01
54,9.81,1.36,3.03,-0.11,0.07,-0.02
55,9.88,1.37,3.00,-0.11,0.05,-0.01
56,9.86,1.37,2.98,-0.11,0.06,-0.01
57,9.81,1.38,3.03,-0.11,0.07,-0.01
58,9.80,1.38,3.01,-0.12,0.06,-0.01
59,9.84,1.36,3.05,-0.12,0.05,-0.01
60,9.85,1.36,3.02,-0.11,0.06,-0.01
61,9.85,1.37,2.98,-0.11,0.05,-0.01
62,9.83,1.39,2.97,-0.11,0.05,-0.02
63,9.82,1.39,2.99,-0.11,0.05,-0.02
64,9.84,1.37,3.01,-0.12,0.06,-0.01
