STT,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
1,9.59,1.72,3.60,-0.11,0.06,-0.01
2,9.56,1.76,3.59,-0.11,0.05,-0.01
3,9.58,1.75,3.59,-0.11,0.05,-0.01
4,9.56,1.76,3.63,-0.11,0.05,-0.01
5,9.63,1.76,3.57,-0.11,0.06,-0.01
6,9.62,1.74,3.57,-0.11,0.05,-0.01
7,9.61,1.73,3.58,-0.11,0.06,-0.01
8,9.59,1.72,3.57,-0.11,0.06,-0.01
9,9.59,1.70,3.61,-0.11,0.05,-0.01
10,9.61,1.70,3.61,-0.12,0.05,-0.01
11,9.57,1.72,3.64,-0.12,0.06,-0.02
12,9.64,1.76,3.50,-0.11,0.04,-0.00
13,9.56,1.67,3.52,-0.09,0.05,-0.01
14,9.53,1.75,3.65,-0.10,0.05,-0.01
15,9.62,1.75,3.56,-0.11,0.04,0.01
16,9.69,1.72,3.61,-0.12,0.05,-0.01
17,9.69,1.75,3.55,-0.11,0.05,-0.02
18,9.61,1.76,3.56,-0.12,0.06,-0.01
19,9.52,1.67,3.56,-0.11,0.06,-0.02
20,9.59,1.72,3.59,-0.10,0.05,-0.02
21,9.65,1.74,3.60,-0.12,0.05,-0.01
22,9.67,1.70,3.51,-0.10,0.07,-0.01
23,9.58,1.70,3.59,-0.10,0.07,-0.02
24,9.53,1.70,3.57,-0.11,0.06,-0.01
25,9.57,1.70,3.62,-0.11,0.05,-0.02
26,9.66,1.75,3.58,-0.11,0.06,-0.01
27,9.63,1.74,3.58,-0.11,0.07,-0.01
28,9.54,1.70,3.61,-0.11,0.07,-0.01
29,9.59,1.73,3.61,-0.11,0.06,-0.01
30,9.63,1.73,3.61,-0.12,0.05,-0.01
31,9.64,1.70,3.61,-0.11,0.05,-0.01
32,9.58,1.70,3.60,-0.11,0.05,-0.02
33,9.54,1.77,3.54,-0.11,0.05,-0.01
34,9.55,1.76,3.54,-0.12,0.06,-0.00
35,9.60,1.75,3.56,-0.12,0.05,0.00
36,9.62,1.75,3.56,-0.12,0.06,-0.00
37,9.64,1.71,3.60,-0.12,0.06,-0.00
38,9.64,1.68,3.61,-0.11,0.06,-0.01
39,9.60,1.70,3.59,-0.11,0.07,-0.02
40,9.61,1.70,3.60,-0.11,0.06,-0.02
41,9.61,1.68,3.58,-0.12,0.06,-0.02
42,9.61,1.68,3.59,-0.12,0.06,-0.02
43,9.58,1.74,3.63,-0.13,0.05,-0.02
44,9.58,1.55,3.49,-0.10,0.06,-0.01
45,9.54,1.70,3.62,-0.09,0.06,-0.02
46,9.53,1.80,3.62,-0.10,0.04,0.00
47,9.64,1.72,3.59,-0.12,0.05,-0.00
48,9.70,1.74,3.63,-0.10,0.04,-0.02
49,9.64,1.77,3.54,-0.12,0.05,-0.02
50,9.53,1.74,3.57,-0.12,0.06,-0.01
51,9.52,1.70,3.59,-0.10,0.05,-0.01
52,9.66,1.76,3.56,-0.10,0.04,-0.01
53,9.69,1.75,3.57,-0.12,0.05,-0.01
54,9.62,1.67,3.60,-0.12,0.08,-0.02
55,9.54,1.70,3.54,-0.10,0.06,-0.01
56,9.55,1.70,3.58,-0.12,0.06,-0.01
57,9.63,1.73,3.57,-0.10,0.05,-0.01
58,9.64,1.74,3.58,-0.11,0.06,-0.01
59,9.57,1.72,3.61,-0.12,0.07,-0.01
60,9.58,1.70,3.60,-0.11,0.06,-0.00
61,9.61,1.73,3.60,-0.11,0.05,-0.01
62,9.65,1.73,3.61,-0.12,0.05,-0.01
63,9.64,1.74,3.60,-0.12,0.05,-0.01
64,9.62,1.71,3.54,-0.11,0.05,-0.02
65,9.58,1.70,3.59,-0.11,0.05,-0.02
66,9.56,1.69,3.60,-0.11,0.05,-0.02
67,9.60,1.72,3.55,-0.11,0.06,-0.02
68,9.64,1.74,3.57,-0.11,0.06,-0.01
