STT,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
1,9.11,-1.79,4.63,-0.11,0.05,-0.01
2,9.08,-1.78,4.62,-0.13,0.04,-0.01
3,9.10,-1.79,4.63,-0.13,0.03,-0.01
4,9.08,-1.81,4.63,-0.12,0.05,-0.01
5,9.10,-1.79,4.61,-0.12,0.05,-0.01
6,9.12,-1.81,4.62,-0.12,0.04,-0.01
7,9.08,-1.80,4.59,-0.12,0.03,-0.01
8,9.09,-1.78,4.58,-0.11,0.05,-0.01
9,9.09,-1.78,4.60,-0.12,0.04,-0.01
10,9.08,-1.78,4.59,-0.12,0.03,-0.01
11,9.11,-1.81,4.60,-0.12,0.03,-0.01
12,9.09,-1.80,4.55,-0.12,0.04,-0.01
13,9.11,-1.81,4.54,-0.11,0.04,-0.01
14,9.12,-1.79,4.57,-0.11,0.05,-0.01
15,9.13,-1.81,4.57,-0.12,0.04,-0.01
16,9.11,-1.76,4.59,-0.12,0.03,-0.01
17,9.13,-1.81,4.45,-0.11,0.04,-0.01
18,9.11,-1.78,4.52,-0.11,0.06,-0.02
19,9.10,-1.76,4.59,-0.12,0.06,-0.01
20,9.14,-1.84,4.56,-0.11,0.05,-0.00
21,9.13,-1.80,4.58,-0.12,0.03,-0.01
22,9.09,-1.80,4.47,-0.11,0.03,-0.01
23,9.10,-1.81,4.56,-0.11,0.05,-0.01
24,9.15,-1.80,4.58,-0.11,0.05,-0.01
25,9.12,-1.82,4.49,-0.12,0.02,-0.01
26,9.12,-1.82,4.50,-0.11,0.04,-0.02
27,9.11,-1.79,4.46,-0.11,0.06,-0.01
28,9.15,-1.83,4.56,-0.10,0.05,-0.00
29,9.18,-1.81,4.53,-0.12,0.03,-0.01
30,9.12,-1.81,4.50,-0.11,0.04,-0.01
31,9.08,-1.82,4.41,-0.11,0.06,-0.01
32,9.14,-1.79,4.48,-0.11,0.06,-0.01
33,9.14,-1.82,4.53,-0.11,0.04,-0.01
34,9.13,-1.82,4.45,-0.10,0.05,-0.01
35,9.11,-1.81,4.52,-0.10,0.07,-0.01
36,9.15,-1.82,4.46,-0.11,0.06,-0.01
37,9.12,-1.81,4.45,-0.11,0.06,-0.01
38,9.13,-1.81,4.51,-0.11,0.06,-0.01
39,9.11,-1.81,4.55,-0.12,0.06,-0.01
40,9.13,-1.86,4.40,-0.13,0.06,-0.01
41,9.11,-1.81,4.52,-0.12,0.07,-0.01
42,9.11,-1.81,4.51,-0.11,0.08,-0.01
43,9.15,-1.82,4.52,-0.10,0.07,-0.00
44,9.12,-1.85,4.55,-0.10,0.06,-0.01
45,9.12,-1.81,4.53,-0.11,0.06,-0.01
46,9.09,-1.84,4.53,-0.11,0.06,-0.01
47,9.17,-1.83,4.52,-0.11,0.07,-0.01
48,9.14,-1.82,4.59,-0.10,0.06,-0.02
49,9.10,-1.81,4.51,-0.11,0.05,-0.01
50,9.10,-1.84,4.47,-0.11,0.08,-0.02
51,9.11,-1.83,4.55,-0.10,0.07,-0.01
52,9.13,-1.82,4.58,-0.11,0.07,-0.01
53,9.10,-1.79,4.49,-0.11,0.06,-0.01
54,9.09,-1.81,4.57,-0.11,0.06,-0.01
55,9.11,-1.81,4.54,-0.11,0.07,-0.01
56,9.15,-1.80,4.56,-0.11,0.06,-0.01
57,9.08,-1.84,4.55,-0.11,0.05,-0.02
58,9.12,-1.81,4.52,-0.11,0.05,-0.01
59,9.12,-1.85,4.56,-0.10,0.07,-0.01
60,9.13,-1.81,4.57,-0.10,0.07,-0.01
61,9.14,-1.81,4.55,-0.11,0.05,-0.01
62,9.10,-1.84,4.58,-0.10,0.06,-0.01
63,9.08,-1.81,4.53,-0.10,0.07,-0.01
64,9.13,-1.81,4.56,-0.10,0.07,-0.01
65,9.10,-1.83,4.60,-0.09,0.07,-0.02
66,9.07,-1.78,4.59,-0.11,0.05,-0.01
67,9.10,-1.83,4.50,-0.10,0.08,-0.01
68,9.07,-1.79,4.60,-0.11,0.08,-0.02
69,9.07,-1.81,4.62,-0.10,0.08,-0.00
70,9.10,-1.83,4.66,-0.09,0.06,-0.01
71,9.09,-1.79,4.60,-0.11,0.05,-0.01
72,9.06,-1.81,4.61,-0.09,0.07,-0.02
73,9.07,-1.78,4.64,-0.11,0.07,-0.01
74,9.12,-1.78,4.63,-0.10,0.06,-0.01
75,9.09,-1.79,4.64,-0.10,0.05,-0.01
76,9.05,-1.82,4.60,-0.11,0.06,-0.02
77,9.07,-1.79,4.63,-0.10,0.07,-0.01
78,9.06,-1.81,4.66,-0.10,0.06,-0.01
79,9.09,-1.78,4.63,-0.11,0.05,-0.01
80,9.07,-1.79,4.63,-0.11,0.06,-0.01
81,9.11,-1.81,4.62,-0.11,0.06,-0.01
82,9.10,-1.77,4.65,-0.11,0.06,-0.01
83,9.06,-1.78,4.63,-0.11,0.05,-0.01
84,9.07,-1.78,4.64,-0.11,0.05,-0.01
85,9.07,-1.81,4.63,-0.10,0.06,-0.01
86,9.06,-1.78,4.63,-0.10,0.06,-0.01
87,9.08,-1.80,4.66,-0.11,0.05,-0.01
88,9.08,-1.81,4.65,-0.11,0.06,-0.01
89,9.08,-1.80,4.64,-0.10,0.06,-0.01
90,9.08,-1.75,4.63,-0.11,0.05,-0.01
91,9.07,-1.79,4.65,-0.11,0.06,-0.01
92,9.09,-1.80,4.58,-0.11,0.06,-0.01
93,9.08,-1.80,4.67,-0.10,0.06,-0.01
94,9.05,-1.78,4.68,-0.12,0.05,-0.01
95,9.08,-1.76,4.56,-0.11,0.05,-0.01
96,9.09,-1.80,4.64,-0.11,0.06,-0.02
97,9.05,-1.73,4.65,-0.12,0.06,-0.01
98,9.09,-1.80,4.64,-0.10,0.06,-0.00
99,9.08,-1.79,4.65,-0.11,0.04,-0.01
100,9.05,-1.77,4.61,-0.10,0.05,-0.01
101,9.06,-1.78,4.65,-0.11,0.06,-0.01
102,9.10,-1.78,4.68,-0.11,0.04,-0.01
103,9.08,-1.76,4.62,-0.11,0.03,-0.01
104,9.06,-1.80,4.62,-0.12,0.04,-0.01
105,9.07,-1.78,4.60,-0.11,0.05,-0.01
106,9.08,-1.80,4.63,-0.11,0.06,-0.01
107,9.10,-1.79,4.63,-0.12,0.04,-0.01
108,9.08,-1.81,4.66,-0.11,0.05,-0.01
109,9.07,-1.79,4.61,-0.12,0.05,-0.01
110,9.12,-1.82,4.59,-0.11,0.06,-0.01
111,9.11,-1.80,4.61,-0.11,0.03,-0.02
112,9.09,-1.80,4.60,-0.12,0.04,-0.01
113,9.09,-1.82,4.60,-0.11,0.05,-0.01
114,9.09,-1.81,4.60,-0.11,0.05,-0.01
115,9.09,-1.80,4.60,-0.11,0.04,-0.01
116,9.10,-1.78,4.60,-0.12,0.04,-0.01
117,9.08,-1.82,4.56,-0.11,0.04,-0.01
118,9.06,-1.81,4.57,-0.12,0.04,-0.01
119,9.11,-1.82,4.59,-0.11,0.05,-0.01
120,9.11,-1.81,4.59,-0.11,0.05,-0.02
121,9.10,-1.79,4.58,-0.12,0.03,-0.01
122,9.08,-1.84,4.49,-0.11,0.06,-0.01
123,9.06,-1.78,4.57,-0.12,0.06,-0.01
124,9.11,-1.77,4.56,-0.11,0.05,-0.00
125,9.12,-1.83,4.60,-0.11,0.04,-0.00
126,9.08,-1.80,4.54,-0.11,0.03,-0.01
127,9.10,-1.83,4.53,-0.11,0.04,-0.01
128,9.12,-1.81,4.59,-0.11,0.05,-0.01
129,9.14,-1.80,4.56,-0.12,0.04,-0.01
130,9.11,-1.81,4.55,-0.11,0.04,-0.01
131,9.09,-1.84,4.51,-0.11,0.05,-0.02
