STT,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
1,8.71,1.07,5.64,-0.11,0.06,-0.01
2,8.72,1.04,5.62,-0.11,0.06,-0.02
3,8.69,1.06,5.62,-0.10,0.08,-0.02
4,8.61,1.12,5.69,-0.12,0.07,-0.02
5,8.66,0.97,5.48,-0.08,0.07,-0.01
6,8.66,1.06,5.70,-0.09,0.09,-0.02
7,8.62,1.12,5.84,-0.11,0.06,-0.00
8,8.66,1.06,5.64,-0.11,0.04,0.00
9,8.73,1.05,5.68,-0.11,0.06,-0.01
10,8.66,1.10,5.65,-0.10,0.06,-0.02
11,8.62,1.08,5.65,-0.09,0.06,-0.02
12,8.64,1.09,5.66,-0.10,0.07,-0.01
13,8.69,1.11,5.71,-0.11,0.05,-0.01
14,8.73,1.08,5.72,-0.12,0.05,-0.01
15,8.70,1.06,5.66,-0.11,0.06,-0.02
16,8.64,1.07,5.65,-0.08,0.07,-0.02
17,8.60,1.08,5.69,-0.11,0.06,-0.02
18,8.64,1.09,5.67,-0.12,0.05,-0.01
19,8.68,1.08,5.67,-0.11,0.05,-0.01
20,8.71,1.07,5.66,-0.11,0.06,-0.01
21,8.63,1.09,5.66,-0.12,0.06,-0.01
22,8.64,1.07,5.68,-0.12,0.05,-0.01
23,8.68,1.09,5.68,-0.12,0.05,-0.01
24,8.70,1.12,5.71,-0.12,0.05,-0.01
25,8.67,1.11,5.64,-0.13,0.05,-0.01
26,8.67,1.09,5.66,-0.13,0.04,-0.01
27,8.67,1.06,5.69,-0.12,0.05,-0.02
28,8.65,1.06,5.68,-0.13,0.04,-0.01
29,8.67,1.08,5.64,-0.13,0.05,-0.01
30,8.67,1.07,5.67,-0.12,0.05,-0.01
31,8.69,1.05,5.66,-0.12,0.05,-0.01
32,8.67,1.04,5.68,-0.13,0.04,-0.01
33,8.68,1.07,5.63,-0.13,0.04,-0.01
34,8.68,1.11,5.66,-0.14,0.02,-0.01
35,8.67,0.95,5.54,-0.11,0.04,-0.01
36,8.66,1.05,5.66,-0.11,0.05,-0.01
37,8.63,1.15,5.70,-0.13,0.03,0.00
38,8.71,1.06,5.59,-0.14,0.01,0.01
39,8.81,0.99,5.69,-0.14,0.02,-0.00
40,8.75,1.03,5.63,-0.12,0.01,-0.01
41,8.68,1.06,5.57,-0.12,0.01,-0.01
42,8.66,1.04,5.57,-0.13,0.01,-0.01
43,8.74,1.02,5.63,-0.13,0.01,-0.00
44,8.81,1.01,5.63,-0.13,0.00,-0.00
45,8.77,0.98,5.51,-0.12,0.03,-0.01
46,8.74,1.00,5.55,-0.09,0.04,-0.01
47,8.66,1.01,5.53,-0.12,0.02,-0.01
48,8.77,1.01,5.53,-0.13,0.01,-0.01
49,8.83,1.01,5.54,-0.12,0.02,-0.01
50,8.78,1.01,5.54,-0.12,0.01,-0.01
51,8.74,1.02,5.51,-0.12,0.01,-0.01
52,8.75,1.04,5.49,-0.13,0.01,-0.00
53,8.82,1.00,5.46,-0.13,0.01,-0.01
54,8.84,0.97,5.44,-0.12,0.01,-0.01
55,8.80,1.00,5.46,-0.12,0.02,-0.01
56,8.81,1.00,5.48,-0.12,0.02,-0.01
57,8.80,0.98,5.43,-0.12,0.02,-0.01
58,8.82,0.99,5.43,-0.11,0.03,-0.02
59,8.83,1.02,5.45,-0.11,0.02,-0.02
60,8.83,1.00,5.46,-0.12,0.02,-0.01
61,8.83,0.98,5.42,-0.12,0.02,-0.01
62,8.81,1.01,5.46,-0.13,0.02,-0.01
63,8.89,0.98,5.22,-0.10,0.01,-0.00
64,8.80,0.96,5.29,-0.07,0.03,-0.02
65,8.79,1.06,5.51,-0.11,0.02,-0.01
66,8.84,1.07,5.41,-0.12,-0.01,0.00
67,8.98,0.95,5.38,-0.12,0.02,-0.00
68,8.92,0.97,5.39,-0.09,0.02,-0.01
69,8.79,1.01,5.31,-0.09,0.01,-0.01
70,8.78,0.99,5.33,-0.11,-0.01,-0.00
71,8.91,0.99,5.32,-0.11,-0.00,0.00
72,8.98,0.98,5.35,-0.12,0.00,-0.01
73,8.98,0.96,5.17,-0.10,0.02,-0.01
74,8.85,0.97,5.19,-0.09,0.04,-0.02
75,8.83,0.99,5.27,-0.11,0.03,-0.01
76,8.92,0.99,5.27,-0.11,0.02,-0.00
77,8.98,0.96,5.24,-0.11,0.04,-0.01
78,8.94,1.02,5.25,-0.11,0.06,-0.02
79,8.86,1.02,5.24,-0.12,0.05,-0.01
80,8.87,0.97,5.22,-0.12,0.06,-0.01
81,8.93,0.98,5.23,-0.12,0.05,-0.01
82,8.96,1.00,5.29,-0.12,0.04,-0.01
83,8.94,0.99,5.25,-0.12,0.04,-0.01
84,8.92,0.99,5.22,-0.11,0.06,-0.02
85,8.91,1.01,5.23,-0.11,0.07,-0.02
86,8.90,0.98,5.27,-0.11,0.06,-0.02
87,8.94,0.98,5.26,-0.11,0.06,-0.01
88,8.93,1.00,5.29,-0.12,0.07,-0.01
89,8.94,1.02,5.21,-0.13,0.06,-0.01
90,8.83,0.85,5.21,-0.09,0.08,-0.02
91,8.83,0.99,5.29,-0.11,0.08,-0.01
92,8.88,1.03,5.32,-0.12,0.05,0.00
93,8.99,0.97,5.24,-0.14,0.07,-0.00
94,9.03,0.95,5.26,-0.12,0.09,-0.01
95,8.92,1.02,5.27,-0.10,0.09,-0.02
96,8.80,1.02,5.28,-0.11,0.08,-0.02
97,8.85,0.95,5.31,-0.12,0.07,-0.01
98,8.95,0.96,5.37,-0.12,0.08,-0.01
99,8.98,1.01,5.27,-0.10,0.07,-0.01
100,8.89,0.97,5.27,-0.10,0.10,-0.02
101,8.83,0.96,5.25,-0.09,0.10,-0.01
102,8.83,0.97,5.37,-0.12,0.08,-0.01
103,8.98,0.99,5.42,-0.11,0.09,-0.01
104,8.95,0.99,5.39,-0.10,0.09,-0.02
105,8.83,0.99,5.40,-0.10,0.10,-0.02
106,8.76,1.00,5.35,-0.11,0.09,-0.01
107,8.83,1.00,5.36,-0.12,0.09,-0.01
108,8.91,0.98,5.39,-0.12,0.10,-0.01
109,8.85,1.03,5.47,-0.11,0.08,-0.01
110,8.82,1.00,5.41,-0.11,0.07,-0.01
111,8.85,0.99,5.39,-0.11,0.09,-0.01
112,8.85,0.99,5.38,-0.11,0.10,-0.02
113,8.83,1.00,5.37,-0.10,0.12,-0.02
114,8.78,0.99,5.38,-0.11,0.14,-0.02
115,8.78,1.00,5.42,-0.11,0.15,-0.02
116,8.78,1.04,5.56,-0.13,0.14,-0.02
117,8.79,0.88,5.44,-0.08,0.14,-0.01
118,8.76,1.01,5.54,-0.07,0.16,-0.02
119,8.68,1.09,5.72,-0.09,0.14,-0.01
120,8.70,1.06,5.66,-0.11,0.07,-0.00
121,8.82,0.97,5.63,-0.11,0.08,0.00
122,8.82,0.99,5.63,-0.10,0.08,-0.01
123,8.73,1.03,5.58,-0.08,0.08,-0.02
124,8.68,0.99,5.54,-0.08,0.09,-0.02
125,8.66,1.03,5.63,-0.10,0.08,-0.02
126,8.72,1.05,5.65,-0.11,0.07,-0.01
127,8.72,1.04,5.59,-0.11,0.06,-0.02
128,8.69,0.99,5.59,-0.07,0.09,-0.02
129,8.62,1.05,5.66,-0.11,0.07,-0.01
130,8.70,1.08,5.63,-0.10,0.06,-0.00
131,8.76,1.03,5.58,-0.10,0.07,-0.01
132,8.71,1.04,5.65,-0.10,0.08,-0.02
133,8.67,1.02,5.66,-0.11,0.07,-0.01
134,8.65,1.04,5.66,-0.11,0.06,-0.01
135,8.70,1.05,5.64,-0.11,0.06,-0.01
136,8.72,1.06,5.65,-0.11,0.05,-0.02
137,8.71,1.07,5.63,-0.11,0.06,-0.01
138,8.68,1.06,5.66,-0.11,0.06,-0.01
139,8.71,1.05,5.63,-0.11,0.06,-0.01
140,8.69,1.04,5.63,-0.10,0.06,-0.02
141,8.66,1.06,5.61,-0.10,0.06,-0.02
142,8.68,1.05,5.63,-0.11,0.06,-0.01
143,8.71,1.04,5.61,-0.11,0.06,-0.01
144,8.66,1.09,5.74,-0.13,0.05,-0.01
145,8.72,0.98,5.52,-0.10,0.06,-0.01
146,8.65,1.05,5.59,-0.08,0.07,-0.01
147,8.64,1.09,5.72,-0.12,0.06,-0.00
148,8.69,1.08,5.64,-0.12,0.03,0.00
149,8.78,1.01,5.64,-0.12,0.05,-0.01
150,8.70,1.04,5.64,-0.11,0.05,-0.02
151,8.65,1.07,5.60,-0.09,0.06,-0.02
