STT,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
1,8.87,0.78,5.28,-0.10,0.09,-0.02
2,8.80,0.78,5.29,-0.11,0.08,-0.01
3,8.93,0.76,5.30,-0.12,0.07,-0.01
4,8.99,0.79,5.33,-0.11,0.09,-0.01
5,8.93,0.79,5.34,-0.10,0.10,-0.01
6,8.85,0.79,5.30,-0.11,0.10,-0.01
7,8.87,0.79,5.34,-0.12,0.11,-0.01
8,8.90,0.79,5.32,-0.11,0.12,-0.02
9,8.89,0.81,5.34,-0.11,0.14,-0.03
10,8.87,0.81,5.33,-0.10,0.16,-0.03
11,8.83,0.82,5.40,-0.09,0.17,-0.03
12,8.82,0.85,5.49,-0.09,0.16,-0.03
13,8.79,0.84,5.52,-0.10,0.13,-0.02
14,8.78,0.86,5.64,-0.12,0.13,-0.02
15,8.83,0.82,5.37,-0.09,0.09,0.00
16,8.74,0.73,5.43,-0.05,0.12,-0.02
17,8.70,0.88,5.71,-0.10,0.12,-0.01
18,8.72,0.87,5.64,-0.12,0.04,0.01
19,8.87,0.77,5.54,-0.12,0.05,0.01
20,8.83,0.79,5.63,-0.11,0.07,-0.01
21,8.75,0.84,5.57,-0.09,0.05,-0.01
22,8.71,0.80,5.48,-0.10,0.05,-0.01
23,8.74,0.82,5.55,-0.11,0.06,-0.01
24,8.82,0.84,5.50,-0.10,0.04,-0.01
25,8.81,0.79,5.44,-0.10,0.06,-0.02
26,8.76,0.82,5.57,-0.08,0.08,-0.01
27,8.72,0.81,5.60,-0.11,0.06,-0.01
28,8.79,0.82,5.57,-0.10,0.07,-0.01
29,8.79,0.84,5.54,-0.10,0.07,-0.02
30,8.74,0.85,5.59,-0.11,0.06,-0.02
31,8.73,0.83,5.56,-0.11,0.06,-0.01
32,8.77,0.84,5.55,-0.10,0.06,-0.01
33,8.78,0.82,5.56,-0.10,0.06,-0.02
34,8.74,0.87,5.57,-0.11,0.05,-0.01
35,8.76,0.86,5.50,-0.11,0.06,-0.01
36,8.77,0.86,5.52,-0.11,0.07,-0.01
37,8.77,0.84,5.57,-0.10,0.06,-0.02
38,8.76,0.82,5.55,-0.11,0.06,-0.02
39,8.76,0.84,5.55,-0.11,0.06,-0.01
40,8.74,0.88,5.68,-0.13,0.05,-0.01
41,8.79,0.71,5.33,-0.08,0.06,-0.00
42,8.70,0.81,5.61,-0.08,0.09,-0.02
43,8.71,0.96,5.70,-0.13,0.04,0.00
44,8.81,0.82,5.47,-0.12,0.02,0.00
45,8.85,0.79,5.58,-0.12,0.06,-0.01
46,8.76,0.91,5.54,-0.10,0.05,-0.01
47,8.71,0.86,5.50,-0.10,0.04,-0.01
48,8.71,0.81,5.58,-0.11,0.06,-0.01
49,8.78,0.85,5.62,-0.11,0.05,-0.01
50,8.84,0.84,5.50,-0.11,0.05,-0.01
51,8.77,0.82,5.52,-0.10,0.07,-0.02
52,8.71,0.82,5.58,-0.11,0.07,-0.01
53,8.77,0.84,5.58,-0.11,0.06,-0.02
54,8.79,0.85,5.58,-0.11,0.06,-0.01
55,8.77,0.87,5.57,-0.11,0.06,-0.01
56,8.71,0.84,5.59,-0.11,0.06,-0.01
57,8.74,0.89,5.56,-0.12,0.06,-0.01
58,8.76,0.87,5.54,-0.12,0.05,-0.01
